"","emp_percent","excl_percent","earn_ratio","pc_live","pc_secure","pc_voted","pc_voted.1","hp_ratio","AccScore","Cluster","include"
"E01005199",63.0963096309631,8.48623853211009,4.20680522677365,80.3005008347245,88.4615384615385,72.5118483412322,70.6161137440758,5.17701546031292,1,4,"YES"
"E01005200",65.7458563535912,8.37758112094395,3.79383163699677,80.1652892561983,90.6077348066298,75.2941176470588,70.0392156862745,6.76096700018334,1,4,"YES"
"E01005201",54.5363908275174,14.5465994962217,4.04233400459898,77.1367521367521,89.009009009009,68.003646308113,64.1750227894257,3.79549808429119,1,1,"YES"
"E01005202",51.123595505618,17.3323285606632,3.84615384615385,72.8613569321534,91.3157894736842,56.1721404303511,60.8154020385051,4.34263540290621,2,1,"YES"
"E01005203",49.4505494505495,17.938682322244,3.63636363636364,74.7967479674797,91.0891089108911,60.4508196721312,57.5819672131148,4.77008547008547,1,1,"YES"
"E01005205",59.5604395604396,14.4736842105263,3.75227479252445,73.1808731808732,91.8819188191882,58.9973142345569,61.9516562220233,4.15890625,1,1,"YES"
"E01005206",65.8333333333333,8.97260273972603,3.56207259352875,80.9236947791165,92.4825174825175,68.1988742964353,69.8874296435272,4.20812772154459,1,4,"YES"
"E01005207",62.1570482497635,10.6088004822182,3.87866953041989,78.6802030456853,90.0445765230312,70.3112529928172,65.9217877094972,3.8364120361278,2,1,"YES"
"E01005208",69.7430519140011,8.32466181061394,2.97758987170731,83.4659593280283,88.957528957529,89.1217564870259,65.2694610778443,5.97581196581197,0,4,"YES"
"E01005209",62.934061646508,7.42268041237113,3.91608391608392,76.417704011065,84.9255583126551,91.4853713428357,68.0045011252813,7.34974747474747,0,5,"YES"
"E01005210",50.5927342256214,9.28630476715349,4.81683984375,67.3486088379705,80.1173881144534,91.6853094705444,67.1886651752424,8.96369528765377,0,5,"YES"
"E01005212",58.9213998852553,8.21917808219178,4.15248328610685,75.5080213903743,83.349191246432,93.0501930501931,67.4020959735245,7.65322916666667,0,5,"YES"
"E01005213",63.1139944392956,13.7831603229527,3.05368377568714,80.0664451827243,89.5500725689405,78.4628378378378,62.6689189189189,5.38645627530881,1,1,"YES"
"E01005214",70.7011070110701,8.33734939759036,3.25161653429087,80.9750297265161,88.8771186440678,87.8065872459706,65.6622284512964,6.11141666666667,0,4,"YES"
"E01005215",64.9323621227888,8.10635538261997,4.45175120922478,77.9964221824687,88.5625965996909,72.8798586572438,69.5229681978799,7.45583333333333,1,4,"YES"
"E01005216",71.5039577836412,6.40066500415628,3.64431486880466,84.3551797040169,90.669014084507,77.5354416575791,75.2453653217012,8.61183333333333,1,3,"YES"
"E01005217",68.1715575620767,5.43847722637661,4.35012370765332,80.9345794392523,89.9068322981366,75.354609929078,74.290780141844,9.26956140350877,0,4,"YES"
"E01005218",58.9244851258581,8.55172413793103,4.05449581662569,79.295154185022,88.3239171374765,76.3059701492537,70.8022388059701,8.6812706754573,0,5,"YES"
"E01005219",63.4271099744246,10.4906937394247,3.71230048111349,80.8176100628931,87.0026525198939,78.8819875776398,70.1086956521739,8.31554471123519,1,4,"YES"
"E01005220",67.0146137787056,9.82142857142857,3.56858698823069,83.111954459203,90.4912836767036,72.1100917431193,68.5321100917431,6.15258771929825,1,4,"YES"
"E01005221",64.1816623821765,9.3767867352773,3.64988132172388,80.9825673534073,89.3150684931507,74.1538461538462,71,7.34417702547827,1,4,"YES"
"E01005222",69.4248234106963,9.85915492957746,3.51582278481013,82.2847682119205,87.6080691642651,73.1239092495637,70.8551483420593,5.68773504273504,1,4,"YES"
"E01005223",66.3865546218487,10.1843722563652,4.63576158940397,79.7674418604651,86.8525896414343,70.1268742791234,70.8189158016148,5.05058000682361,2,5,"YES"
"E01005224",65.2892561983471,8.57334226389819,4.53382352941177,77.6978417266187,87.5384615384615,71.2988192552225,67.2116257947321,5.33303921568627,2,5,"YES"
"E01005225",61.7414248021108,11.5674195756331,3.72058175239746,75.6818181818182,92.3076923076923,60.3960396039604,66.6336633663366,4.40957763236169,2,1,"YES"
"E01005226",67.0533642691415,9.28677563150074,3.88101574691619,79.7244094488189,89.778534923339,71.609756097561,69.2682926829268,3.5509666472201,1,4,"YES"
"E01005227",59.3301435406699,12.4555160142349,3.77066666666667,76.0869565217391,91.2213740458015,66.9314796425025,61.072492552135,4.29995098039216,2,1,"YES"
"E01005228",55.1219512195122,14.7276395427034,3.95604395604396,71.2871287128713,91.4473684210526,66.2613981762918,58.7639311043566,6.79642265606152,2,1,"YES"
"E01005229",75.9124087591241,4.98773507767784,4.37062426017992,76.8774703557312,91.1304347826087,70.0623700623701,72.8690228690229,6.67739583333333,2,4,"YES"
"E01005230",55.2608311229001,11.1049107142857,3.82225118923943,76.8817204301075,84.1269841269841,80.5848903330626,63.3631194151097,7.45142156862745,0,5,"YES"
"E01005231",57.3921473582162,7.3694646397885,4.14582825096804,74.4801512287335,79.915611814346,91.682156133829,64.1263940520446,8.98932461873638,0,5,"YES"
"E01005232",55.902004454343,11.344262295082,3.95606125617018,75.9124087591241,86.4646464646465,67.4550614947966,69.8202459791864,6.25224792999757,1,5,"YES"
"E01005233",53.2682926829268,11.0849056603774,3.72502269216389,74.8878923766816,88.1801125703565,66.3101604278075,68.0035650623886,5.795625,1,1,"YES"
"E01005234",49.5642701525054,11.1326860841424,4.14939594176882,74.6556473829201,87.3051224944321,66.5395614871306,69.3994280266921,5.76217468873241,0,5,"YES"
"E01005235",45.935960591133,15.1205259313367,3.971338671875,78.1818181818182,85.7512953367876,61.9808306709265,63.1522896698616,5.53930623803549,0,5,"YES"
"E01005236",54.8357664233577,10.9080525414049,4.49968662546642,75.4420432220039,82.7225130890052,79.8646362098139,62.5211505922166,6.73109523809524,0,5,"YES"
"E01005237",47.8547854785479,12.0218579234973,4.06345390076902,75.197889182058,86.3436123348018,65.2475247524752,69.7029702970297,7.26224936248342,0,5,"YES"
"E01005238",48.8599348534202,9.12139503688799,4.27970389137406,75.1366120218579,85.531914893617,67.741935483871,70.3812316715543,6.45797413793103,1,5,"YES"
"E01005239",50.2770083102493,14.5590682196339,3.5033675766482,71.7105263157895,90.4761904761905,65.6826568265683,64.0836408364084,7.43586256287044,1,1,"YES"
"E01005240",57.3934837092732,10.8590733590734,3.70943614206649,77.1812080536913,86.9375907111756,72.6597325408618,66.4190193164933,6.40218702681829,0,5,"YES"
"E01005241",66.7333333333333,8.34425513324596,3.63393805507193,80.0699300699301,88.8211382113821,82.4497257769653,66.4229128580134,6.28541035929907,0,4,"YES"
"E01005242",54.0587219343696,11.6649537512847,3.91608391608392,72.8440366972477,86.084142394822,74.5696400625978,62.0500782472613,6.35137258413937,0,5,"YES"
"E01005243",53.2315978456014,12.7702362996481,3.63090586600939,76.2645914396887,88.2051282051282,69.1348402182385,62.82151208106,6.87861917173863,0,1,"YES"
"E01005244",57.4232511323603,9.33876527734253,3.76132692681247,72.3895582329317,79.4594594594595,87.6478939895883,60.8140085186938,8.0436664475126,0,5,"YES"
"E01005245",45.993413830955,12.991452991453,3.81976561881531,71.3467048710602,87.2289156626506,67.0064874884152,60.5189990732159,6.91721492738226,0,5,"YES"
"E01005246",46.2033462033462,13.2975151108126,3.92748379566786,69.7749196141479,82.8729281767956,64.6927374301676,62.0111731843575,7.14042055349244,0,5,"YES"
"E01005247",69.6165191740413,7.48299319727891,4.34160947929376,79.1231732776618,90.8582089552239,72.3768736616702,73.0192719486081,7.13486907503012,1,4,"YES"
"E01005248",70.85346215781,6.10961365678347,4.22332499613721,82.6291079812207,90.8536585365854,75.1964085297419,77.7777777777778,6.00041083644182,3,3,"YES"
"E01005249",69.1358024691358,9.22982885085574,4.16727160350891,78.6310517529215,90.9871244635193,70.6853839801817,70.4376548307184,5.11537305965828,2,4,"YES"
"E01005250",65.6410256410256,10.099573257468,4.22136866920305,75.4756871035941,89.4433781190019,61.9877049180328,67.2131147540984,5.86058823529412,3,1,"YES"
"E01005251",64.7711511789182,12.4265323257767,3.93106950384821,74.0476190476191,90.6382978723404,68.7715269804822,66.01607347876,6.47857905982906,0,1,"YES"
"E01005252",65.7859973579921,10.7059736229635,3.75095989583333,75.7709251101322,91.9540229885057,66.1943319838057,69.1295546558704,5.99120201708614,1,1,"YES"
"E01005253",64.7239263803681,10.9375,4.1455815122644,74.1424802110818,92.9906542056075,64.7560975609756,64.1463414634146,6.30360121590192,0,1,"YES"
"E01005254",76.0157273918742,7.21231766612642,3.59909828124849,80.3703703703704,92.483660130719,77.8350515463918,72.3711340206186,5.58941292367156,0,4,"YES"
"E01005255",52.6964560862866,15.7561361836896,3.97383114643837,68.2926829268293,95.1289398280802,54.4902912621359,62.2572815533981,5.53273493257965,4,1,"YES"
"E01005256",56.4777327935223,12.7494456762749,4.00266844563042,73.3475479744137,90.669014084507,68.557130942452,60.884070058382,5.50703125,1,1,"YES"
"E01005257",52.2448979591837,15.9073935772965,4.25113997395833,67.9347826086957,89.5781637717122,52.4130190796857,58.0246913580247,5.78963146035686,5,1,"YES"
"E01005258",64.3874643874644,9.93227990970655,4.10869565217391,77.6315789473684,89.4632206759443,63.0753138075314,69.0376569037657,4.9982110894074,2,4,"YES"
"E01005259",57.0162481536189,13.6065573770492,3.4615620043701,73.0769230769231,91.1111111111111,56.6863905325444,61.6568047337278,4.25888640905858,2,1,"YES"
"E01005260",72.4349157733538,8.00696257615318,3.41773308957953,77.7262180974478,93.158953722334,69.1588785046729,70.5607476635514,6.26676051864557,3,4,"YES"
"E01005261",56.3988095238095,16.3636363636364,3.8742505151099,66.3841807909605,90.6329113924051,56.019656019656,57.1253071253071,6.39226384979137,4,1,"YES"
"E01005262",70.5501618122977,9.52702702702703,3.53664714177303,79.9003322259136,92.0704845814978,75.2066115702479,66.4830119375574,7.90311403508772,0,4,"YES"
"E01005263",68.359375,11.5975422427035,3.66019129800224,81.6326530612245,92.8571428571429,71.7587939698493,70.4522613065327,8.05015119323838,2,4,"YES"
"E01005264",66.9710806697108,10.2195945945946,3.83004501241722,74.1784037558685,92.1276595744681,66.508875739645,68.1656804733728,7.73449738956343,2,1,"YES"
"E01005265",65.0552486187845,10.1652892561983,3.88383873808577,78.3295711060948,92.2619047619048,70.9030100334448,67.4470457079153,7.79640543189495,0,4,"YES"
"E01005266",62.933025404157,10.7682206172029,3.84317880794702,74.5136186770428,91.4893617021277,64.8096564531105,63.8811513463324,7.24006240259684,0,1,"YES"
"E01005267",72.6752503576538,7.6858813700919,3.75338423131635,80.6185567010309,90,78.8522848034006,75.2391073326249,9.70726937641321,1,3,"YES"
"E01005268",81.3932172318973,5.88571428571429,3.583,84.577723378213,92.1360255047822,81.3084112149533,76.4917325664989,7.73261208220638,1,3,"YES"
"E01005269",73.5875706214689,5.78905630452022,3.84967755891561,82.7354260089686,91.713747645951,73.0417090539166,72.8382502543235,10.182625,2,3,"YES"
"E01005270",62.7058823529412,11.8127786032689,3.64998903836263,79.2415169660679,91.4233576642336,71.3257965056526,62.589928057554,7.74982905982906,0,1,"YES"
"E01005271",58.2289803220036,9.9290780141844,4.3939453125,75.1724137931034,80.2163833075734,92.75,65.1666666666667,10.0688628599317,0,5,"YES"
"E01005272",58.9041095890411,13.4404674945215,3.74891289763326,80.1452784503632,90.6581740976645,67.1147880041365,65.1499482936918,7.74544016378187,0,1,"YES"
"E01005273",64.075382803298,8.42618384401114,3.96592244418331,75.7936507936508,84.7014925373134,91.4473684210526,66.2280701754386,9.76255669182637,0,5,"YES"
"E01005274",66.1680092059839,10.3107344632768,3.5,77.4907749077491,87.6046901172529,85.3293413173653,68.562874251497,8.8979331055151,1,4,"YES"
"E01005275",80.2707930367505,6.40161725067385,2.76923669796596,88.4353741496599,89.7163120567376,92.6630434782609,71.3768115942029,10.3226116178589,1,3,"YES"
"E01005276",74.5355191256831,6.64335664335664,3.07009021200749,84.375,86.2359550561798,91.491395793499,70.6500956022945,8.64141666666667,2,3,"YES"
"E01005277",80.2303262955854,5.09933774834437,3.15542157046274,86.7924528301887,90.1392111368909,91.8265221017515,75.396163469558,8.87620492612044,0,3,"YES"
"E01005278",56.9165786694826,9.1743119266055,4.2899718611827,71.6981132075472,79.1666666666667,84.3575418994413,65.2700186219739,12.5387658204586,0,5,"YES"
"E01005279",64.8460774577954,10.8763206960845,3.9668274135283,80.5755395683453,91.1042944785276,74.6598639455782,66.8367346938776,7.68641088430186,1,4,"YES"
"E01005280",53.3653846153846,11.0481586402266,4.0595399188092,77.6041666666667,85.8719646799117,68.4816753926702,67.3298429319372,7.94333333333333,0,5,"YES"
"E01005281",58.2225913621262,7.76536312849162,4.42,74.6626686656672,78.5907859078591,92.737003058104,71.0244648318043,7.73816958200778,0,5,"YES"
"E01005282",57.3275862068966,7.90067720090294,4.39342867779106,77.9089376053963,86.066763425254,82.6224328593997,68.1674565560822,11.5504785427601,0,5,"YES"
"E01005283",56.3445867287544,9.69420949902407,4.16007496734178,71.2530712530713,78.2312925170068,95.0506186726659,64.2294713160855,10.8299599771298,1,5,"YES"
"E01005284",55.4695743932466,7.05128205128205,4.18284036714636,74.8122866894198,83.8271604938272,92.1901528013582,66.0101867572156,6.09811739656012,0,5,"YES"
"E01005285",44.9915110356537,14.0609636184857,4.07851617595205,77.3662551440329,84.5283018867925,72.1311475409836,65.2757078986587,6.20041483996224,0,5,"YES"
"E01005286",62.3092236230922,7.69230769230769,3.5,79.5180722891566,83.5117773019272,91.1636589919104,65.7125077784692,7.51628342475063,1,5,"YES"
"E01005287",44.3406022845275,13.3249528598366,4.368,72.4043715846995,81.6705336426914,63.5785649409628,65.3042688465032,10.6466246439881,0,5,"YES"
"E01005288",58.2333696837514,8.15899581589958,3.94351890297203,74.3801652892562,81.390977443609,82.7935222672065,62.246963562753,6.55348039215686,0,5,"YES"
"E01005289",60.0649350649351,11.6852146263911,3.82684405438312,70.5014749262537,92.8571428571429,64.6415552855407,66.9501822600243,7.24211788946339,0,1,"YES"
"E01005290",62.4624624624625,12.6677852348993,3.28270483798669,75.0642673521851,93.8823529411765,63.2211538461538,61.7788461538462,7.07956573468174,1,1,"YES"
"E01005291",62.0274914089347,13.7741046831956,3.37785449786053,75.2186588921283,92.1259842519685,59.7333333333333,62,6.95417893719681,0,1,"YES"
"E01005292",63.1578947368421,11.3274336283186,3.38643255615235,73.9583333333333,93.1116389548694,61.5869017632242,62.9722921914358,6.96121593291405,0,1,"YES"
"E01005293",78,5.78512396694215,3.7349179292621,77.8032036613272,91.49377593361,75.3036437246964,73.0094466936572,7.54211392291184,3,3,"YES"
"E01005294",71.1764705882353,6.5359477124183,3.94172998046875,80.2197802197802,88.5338345864662,72.5738396624473,74.2616033755274,11.2773150902241,1,3,"YES"
"E01005295",76.9949676491732,6.44413537320352,3.22906155398587,84.0909090909091,91.846298031865,80.8706315144083,69.9570815450644,6.46768316324298,2,3,"YES"
"E01005296",74.0914419695194,6.07375271149675,4.34305690772325,82.4686940966011,89.7590361445783,81.4990512333966,73.6242884250474,11.234427783664,0,2,"YES"
"E01005297",66.2726556343578,9.26113360323887,4.04481249772442,82.8212290502793,87.1764705882353,79.8022598870056,71.1158192090395,11.5405982905983,0,4,"YES"
"E01005298",67.6756756756757,8.57348703170029,3.69125334219626,85.7707509881423,87.758346581876,80.8571428571429,72.952380952381,10.2712611225188,1,3,"YES"
"E01005299",64.2213642213642,8.09484873262469,4.21033377908558,82.843137254902,88.7128712871287,78.8399570354458,75.187969924812,12.468588022438,1,2,"YES"
"E01005300",64.7151898734177,5.92592592592593,4.375,81.3953488372093,87.3536299765808,80.4428044280443,81.7958179581796,14.3394232491492,1,2,"YES"
"E01005301",77.7777777777778,5.02202643171806,3.51540991210938,86.3917525773196,88.5191347753744,89.3592677345538,76.7734553775744,9.62615079365079,0,3,"YES"
"E01005302",71.9965427830596,9.56772334293948,3.16353947342858,83.2106038291605,89.2193308550186,81.839258114374,66.7697063369397,6.77503774534474,0,4,"YES"
"E01005304",66.2251655629139,7.98344175044353,3.84631853978123,79.4117647058823,84.8920863309353,91.1092294665538,66.8924640135478,10.8175925925926,0,5,"YES"
"E01005305",66.7022411953042,6.99588477366255,4.09292193925053,79.0940766550523,86.2537764350453,88.4615384615385,74.6336996336996,11.7275714285714,0,2,"YES"
"E01005306",79.1989664082687,4.71161657189277,3.6726880859375,87.9120879120879,90.8668730650155,90.2564102564103,80.7179487179487,13.7857671538875,0,2,"YES"
"E01005307",70.2626641651032,5.87188612099644,3.80843914825905,82.6629680998613,85.4296388542964,91.2479740680713,71.4748784440843,10.6414021164021,2,3,"YES"
"E01005308",66.0470879801735,10.4420731707317,3.7031588947749,77.2340425531915,88.2352941176471,76.7295597484277,70.335429769392,10.4557703573521,0,4,"YES"
"E01005309",65.6390977443609,8.40299164100308,3.32648014322917,77.2842639593909,82.1640903686088,91.8044077134986,65.4269972451791,6.30428536206885,0,5,"YES"
"E01005310",54.8654244306418,10.2153846153846,5.09712559864416,67.2199170124481,75.992438563327,88.6756238003839,61.3243761996161,11.0554128207568,1,5,"YES"
"E01005311",62.7864344637947,7.48379493223335,4.09750965914208,76.9983686786297,84.8265895953757,87.5827814569536,67.9635761589404,8.66754901960784,0,5,"YES"
"E01005312",61.0772357723577,9.72466315172818,4.29630208333333,71.1610486891386,80.3786574870912,91.9518963922294,63.5522664199815,7.87984375,0,5,"YES"
"E01005313",64.9310872894334,12.0535714285714,3.70664548583532,71.9298245614035,93.3025404157044,63.18407960199,63.0597014925373,7.25044950969758,0,1,"YES"
"E01005314",64.927536231884,10.6837606837607,4.14216164981618,71.6627634660422,91.3865546218487,66.1645422943221,66.5121668597914,7.49966555183947,0,1,"YES"
"E01005315",60.9001406469761,12.4437781109445,3.59589903846154,75.4299754299754,92.0454545454545,60.6801275239107,64.9309245483528,5.75996167387025,0,1,"YES"
"E01005316",72.6912928759894,8.70994248151191,3.23199554715735,81.3524590163934,92.226148409894,72.3713646532439,67.7852348993289,6.41648745519713,3,4,"YES"
"E01005317",64.7887323943662,12.4062713019768,3.69181764240506,77.079107505071,92.5663716814159,67.2574626865672,64.1791044776119,7.11128571428571,3,1,"YES"
"E01005318",69.5497630331754,9.04146838885112,4.24844428168403,76.0589318600368,91.6393442622951,63.758389261745,64.9089165867689,7.37218877445653,1,4,"YES"
"E01005319",65.5771195097038,12.2228879568604,3.93275006982048,75.9259259259259,92.1779141104295,62.2594142259414,64.4351464435146,6.403125,0,1,"YES"
"E01005320",58.102766798419,8.35952231301069,4.61540479886521,76.3779527559055,88.0199667221298,67.5415573053368,65.2668416447944,3.2226857972524,0,5,"YES"
"E01005321",57.8143360752056,8.88252148997135,5.08936419960679,75.7281553398058,86.5191146881288,63.2962588473205,66.1274014155713,3.83606516661209,2,5,"YES"
"E01005322",54.8387096774194,14.4434222631095,4.3956043956044,69.6485623003195,89.8591549295775,64.4562334217507,56.8965517241379,3.38153093162273,1,1,"YES"
"E01005323",66.7185069984448,10.7594936708861,3.68421052631579,73.9348370927318,91.8552036199095,64.0198511166253,63.3995037220844,3.96431706794717,1,1,"YES"
"E01005324",60.5187319884726,12.326656394453,3.96553585319772,78.3561643835616,91.9354838709677,66.2908680947012,61.8940248027058,4.85762104304043,2,1,"YES"
"E01005325",54.9407114624506,16.0183066361556,3.91684242241639,64.7058823529412,91.7857142857143,68.3760683760684,58.4615384615385,3.9748336501357,2,1,"YES"
"E01005326",45.6953642384106,8.05031446540881,3.93223710936243,70.2586206896552,81.8780889621087,59.4680177327422,66.8144395186827,6.89136069405643,0,5,"YES"
"E01005327",70.1793721973094,6.6079295154185,3.95625055503178,80.8510638297872,90.2587519025875,68.9166666666667,72.5833333333333,5.8048445887165,0,4,"YES"
"E01005328",60.8882521489971,11.8564742589704,4.33874424835037,76.4044943820225,92.2352941176471,63.233665559247,63.7873754152824,4.13086247086247,0,1,"YES"
"E01005329",79.6269727403156,4.6551724137931,3.84796978281398,82.9044117647059,91.0130718954248,82.4034334763949,75.7510729613734,7.92671394799054,0,3,"YES"
"E01005330",80.6756756756757,4.3273013375295,3.74328996738122,79.8214285714286,91.3109756097561,75.3438113948919,76.9155206286837,7.65651094561047,1,3,"YES"
"E01005331",69.5707070707071,5.78571428571429,4.44541643717756,81.7610062893082,90.4929577464789,72.4499523355577,71.8779790276454,5.10650033427376,0,4,"YES"
"E01005332",67.7767776777678,9.03743315508021,3.79746835443038,77.810650887574,89.0038809831824,68.3875530410184,69.5898161244696,4.89705882352941,0,4,"YES"
"E01005333",74.8333333333333,4.82954545454545,4.13149139456633,82.1596244131455,90.8183632734531,77.3519163763066,77.0034843205575,7.36355555555556,1,3,"YES"
"E01005334",79.6391752577319,4.21940928270042,3.88466819383638,80.7355516637478,89.6604938271605,82.2981366459627,78.0538302277433,8.59053956693695,2,3,"YES"
"E01005335",79.8986486486486,4.77554918815664,3.99998845031463,79.2710706150342,91.1764705882353,78.4130688448075,80.1633605600933,6.37451241134752,1,3,"YES"
"E01005336",78.1818181818182,3.49922239502333,3.75998110421041,80,90.1830282861897,73.121387283237,79.9614643545279,7.79923918212078,1,3,"YES"
"E01005337",59.9214145383104,7.21123165283982,4.02981423923672,76.0994263862333,85.4166666666667,71.8723037100949,69.6289905090595,4.0877581235716,0,5,"YES"
"E01005338",62.9834254143646,9.11701363962671,4.005044535895,75.6038647342995,90.7756813417191,57.2441742654509,67.4772036474164,3.7015464544777,0,1,"YES"
"E01005339",78.4126984126984,3.93305439330544,3.97335266957085,83.9729119638826,90.5660377358491,74.948024948025,80.2494802494803,8.66117688187678,1,3,"YES"
"E01005340",65.8878504672897,10.0271002710027,3.73239637126935,74.6803069053708,90.2654867256637,62.043795620438,67.2749391727494,5.81463541666667,0,1,"YES"
"E01005341",74.2339832869081,6.29139072847682,3.88111254824328,75.6487025948104,91.8727915194346,68.8689809630459,70.1007838745801,5.35644514189824,1,4,"YES"
"E01005342",64.1263940520446,10.2022058823529,3.94216247558594,80,91.3888888888889,52.9182879377432,69.390402075227,4.66588235294118,0,1,"YES"
"E01005343",71.7543859649123,8.75486381322957,3.78424970934524,72.5848563968668,93.2558139534884,65.503355704698,67.9194630872483,5.87344845960085,1,4,"YES"
"E01005344",67.2064777327935,9.24302788844621,3.65499562178937,74.6067415730337,91.6179337231969,67.260579064588,65.924276169265,3.71499877267553,0,1,"YES"
"E01005345",75.3585397653194,6.50793650793651,3.63734585385113,78.219696969697,90.8346972176759,67.4059787849566,74.5419479267117,6.43478534133596,0,4,"YES"
"E01005346",72.112676056338,6.5800162469537,3.83353853244703,79.4491525423729,92.5512104283054,67.479674796748,72.0528455284553,6.33464745332608,0,4,"YES"
"E01005347",74.4749596122779,6.32411067193676,3.48352738018748,75.0566893424036,91.7894736842105,71.6321243523316,69.8186528497409,5.80269308943089,2,4,"YES"
"E01005348",56.9014084507042,10.6623586429725,3.91091154900169,76.566757493188,87.8281622911694,63.1701631701632,67.5990675990676,3.95944301115825,0,5,"YES"
"E01005349",42.4357754519505,9.91735537190083,4.53798665364584,65.819209039548,79.3577981651376,59.1312056737589,65.4255319148936,4.19435897435897,0,5,"YES"
"E01005350",48.5227272727273,14.5308924485126,3.57081924441696,76.2039660056657,88.9156626506024,51.3098464317977,61.8789521228546,3.16757536409805,0,1,"YES"
"E01005351",46.8414779499404,9.99254287844892,4.64888218642169,68.4210526315789,84.8484848484848,59.275053304904,69.0831556503198,4.33422222222222,0,5,"YES"
"E01005352",49.7391304347826,12.5125125125125,4.26272929003284,67.2413793103448,84.7272727272727,49.1899852724595,71.1340206185567,5.30697278911565,0,5,"YES"
"E01005353",43.5802469135802,15.0943396226415,4.51134410687744,67.6666666666667,82.4858757062147,55.2255225522552,63.6963696369637,3.81335851648352,0,5,"YES"
"E01005354",60.7235142118863,9.4980694980695,3.38178939408434,74.8717948717949,87.8524945770065,66.0633484162896,68.8914027149321,5.40963541666667,0,1,"YES"
"E01005355",73.3520336605891,6.95364238410596,3.53279913397811,78.099173553719,91.2801484230056,68.0264608599779,70.8930540242558,5.05260599849519,0,4,"YES"
"E01005356",80.5237315875614,4.94949494949495,4.02835942350071,81.7987152034261,91.6190476190476,85.73264781491,76.7352185089974,7.20757978723404,1,3,"YES"
"E01005357",80,3.76712328767123,4.15809247377998,84.0764331210191,93.3823529411765,77.0114942528736,80.8777429467085,6.8762102351314,2,3,"YES"
"E01005358",72.596843615495,7.8834618680377,3.47058823529412,82.3788546255507,90.5204460966543,78.2844733984799,72.5298588490771,5.42304761904762,1,4,"YES"
"E01005359",77.0014556040757,4.70262793914246,3.95390457730096,83.1932773109244,91.3732394366197,67.2458731537793,75.3258036490009,6.81332963595128,2,3,"YES"
"E01005360",71.1359404096834,7.19360568383659,4.01157130631354,78.2493368700265,92.5407925407925,66.8949771689498,75.3424657534247,8.20955882352941,0,4,"YES"
"E01005361",73.0715287517532,4.70027247956403,4.31784008934093,85.1851851851852,90.6194690265487,73.6474694589878,80.3664921465969,7.34885752600895,1,3,"YES"
"E01005362",72.4137931034483,6.738768718802,4.28615512944603,79.5100222717149,91.5831663326653,68.4210526315789,74.4517543859649,5.99169370544945,1,4,"YES"
"E01005363",71.2883435582822,7.48546511627907,3.83741634617149,78.0439121756487,91.9931856899489,73.9712918660287,68.8995215311005,6.26101512475716,1,4,"YES"
"E01005364",77.6913099870298,4.08460977388767,4.08945550803531,77.1897810218978,93.3962264150943,68.1943171402383,75.4353803849679,6.60975008361503,1,4,"YES"
"E01005365",78.3977110157368,4.77787091366303,4.15020556590895,81.8897637795276,89.8477157360406,72.528616024974,75.3381893860562,7.58436539455675,2,3,"YES"
"E01005366",72.9032258064516,8.86824324324324,4.1958041958042,77.9043280182232,92.3232323232323,60.2534562211982,70.0460829493088,6.13478925523767,3,4,"YES"
"E01005367",74.3362831858407,4.2720139494333,4.01216609362602,82.3529411764706,90.8411214953271,75.0539956803456,78.0777537796976,10.6921418512244,4,3,"YES"
"E01005368",71.8631178707224,7.71628994544037,3.94980954090087,74.5318352059925,93.8230383973289,72.4102564102564,67.6923076923077,4.70070707070707,1,4,"YES"
"E01005369",69.1654879773692,8.91472868217054,3.82419254763117,78.3369803063457,92.5196850393701,67.2527472527473,69.5604395604396,6.48504761904762,1,4,"YES"
"E01005370",68.4210526315789,10.0244498777506,3.91608391608392,75.1269035532995,91.304347826087,57.4492099322799,66.9300225733634,5.13402777777778,3,1,"YES"
"E01005371",71.5170278637771,8.62708719851577,4.36011570820631,77.5609756097561,91.8629550321199,69.515306122449,67.6020408163265,5.7334358974359,1,4,"YES"
"E01005372",71.5547703180212,9.13811007268951,3.85967933900478,75.7493188010899,90.6103286384976,69.3766937669377,68.6991869918699,6.90255555555556,2,4,"YES"
"E01005373",74.2574257425743,4.9049049049049,4.69566483931108,81.4084507042254,92.2141119221411,68.4478371501272,74.6819338422392,7.46659713119487,2,4,"YES"
"E01005374",74.5901639344262,7.06090026478376,3.66991462910945,77.1634615384615,94.1810344827586,61.8247298919568,68.7875150060024,6.0177040327673,3,4,"YES"
"E01005375",80.0632911392405,3.57737104825291,3.84940365244289,83.5117773019272,93.3333333333333,70.7596253902185,74.9219562955255,7.86343275522073,1,3,"YES"
"E01005376",67.9626749611197,11.121157323689,4.17649437808701,78.1725888324873,90.4017857142857,69.9386503067485,68.4662576687117,4.37979526221026,1,4,"YES"
"E01005377",55.46875,16.0808435852373,4.03856015187222,64.4444444444444,92.3076923076923,67.2798948751643,54.5335085413929,7.53532865464582,2,1,"YES"
"E01005378",69.5201037613489,7.73353751914242,4.64142154738798,75.2577319587629,90.5187835420394,66.1401776900296,71.1747285291214,4.53901960784314,1,4,"YES"
"E01005379",63.4343434343434,12.8635346756152,3.71056290009798,66.3366336633663,93.2098765432099,64.5,58.1666666666667,5.47778179962258,1,1,"YES"
