"","ethnicity","sex","age","count"
"1","BAN","Male",16,4113.422509416
"2","BAN","Male",17,3959.132530848
"3","BAN","Male",18,3836.085945759
"4","BAN","Male",19,4054.613081689
"5","BAN","Male",20,4537.042836144
"6","BAN","Male",21,4589.529027155
"7","BAN","Male",22,4389.331011993
"8","BAN","Male",23,4566.942034569
"9","BAN","Male",24,4379.248079352
"10","BAN","Male",25,4479.637045414
"11","BAN","Male",26,4821.428504511
"12","BAN","Male",27,4605.83134987
"13","BAN","Male",28,4771.07006758
"14","BAN","Male",29,4694.409451809
"15","BAN","Male",30,4818.956527053
"16","BAN","Male",31,4828.643775471
"17","BAN","Male",32,4550.684236603
"18","BAN","Male",33,4622.257586785
"19","BAN","Male",34,4666.405889284
"20","BAN","Male",35,4568.209965482
"21","BAN","Male",36,4382.373458232
"22","BAN","Male",37,4650.916456513
"23","BAN","Male",38,3675.803431527
"24","BAN","Male",39,3798.201323458
"25","BAN","Male",40,3767.927389527
"26","BAN","Male",41,3524.061872294
"27","BAN","Male",42,3071.413751472
"28","BAN","Male",43,2847.281116843
"29","BAN","Male",44,2401.586673686
"30","BAN","Male",45,2015.514039718
"31","BAN","Male",46,1758.992506577
"32","BAN","Male",47,2008.118767008
"33","BAN","Male",48,1921.565400147
"34","BAN","Male",49,1870.082210989
"35","BAN","Male",50,1653.195236519
"36","BAN","Male",51,1709.515139429
"37","BAN","Male",52,1673.803932594
"38","BAN","Male",53,1547.347350829
"39","BAN","Male",54,1377.004662876
"40","BAN","Male",55,1251.720067622
"41","BAN","Male",56,1081.841768467
"42","BAN","Male",57,919.768542716
"43","BAN","Male",58,775.606262517
"44","BAN","Male",59,531.069535876
"45","BAN","Male",60,361.443773107
"46","BAN","Male",61,324.567535586
"47","BAN","Male",62,271.79315658
"48","BAN","Male",63,247.021040286
"49","BAN","Male",64,256.866075169
"50","BAN","Male",65,288.51811661
"51","BAN","Male",66,313.442860531
"52","BAN","Male",67,398.303033764
"53","BAN","Male",68,509.287431943
"54","BAN","Male",69,517.197994183
"55","BAN","Male",70,686.757592192
"56","BAN","Male",71,714.551823737
"57","BAN","Male",72,641.201012956
"58","BAN","Male",73,716.275629962
"59","BAN","Male",74,711.293896266
"60","BAN","Male",75,587.265387619
"61","BAN","Male",76,466.715975479
"62","BAN","Male",77,367.053673171
"63","BAN","Male",78,375.961041148
"64","BAN","Male",79,372.546730248
"65","BAN","Male",80,309.991508659
"66","BAN","Male",81,277.780372906
"67","BAN","Male",82,154.496514241
"68","BAN","Male",83,161.8384806
"69","BAN","Male",84,122.441030701
"70","BAN","Male",85,52.235072077
"71","BAN","Male",86,44.768198174
"72","BAN","Male",87,38.375028621
"73","BAN","Male",88,32.724171575
"74","BAN","Male",89,29.946226419
"75","BAN","Male",90,22.05995608
"76","BAN","Male",91,16.132999263
"77","BAN","Male",92,8.260434999
"78","BAN","Male",93,6.388389491
"79","BAN","Male",94,5.514256505
"80","BAN","Male",95,3.236965959
"81","BAN","Male",96,2.755907457
"82","BAN","Male",97,2.311734709
"83","BAN","Male",98,1.366945815
"84","BAN","Male",99,0.774292538
"85","BAN","Male",100,1.070200866
"86","BAN","Female",16,3970.452095828
"87","BAN","Female",17,3712.391263774
"88","BAN","Female",18,3428.290830367
"89","BAN","Female",19,3566.124757218
"90","BAN","Female",20,3758.836153456
"91","BAN","Female",21,3862.864747092
"92","BAN","Female",22,4166.204865432
"93","BAN","Female",23,4637.582772567
"94","BAN","Female",24,4611.894597511
"95","BAN","Female",25,4595.542152259
"96","BAN","Female",26,4748.500065551
"97","BAN","Female",27,4930.644098569
"98","BAN","Female",28,4913.192005974
"99","BAN","Female",29,5092.319084961
"100","BAN","Female",30,4898.575971578
"101","BAN","Female",31,4824.696767152
"102","BAN","Female",32,4423.920640036
"103","BAN","Female",33,4325.218884572
"104","BAN","Female",34,4458.248486978
"105","BAN","Female",35,3873.514627118
"106","BAN","Female",36,3966.72954245
"107","BAN","Female",37,3889.976940348
"108","BAN","Female",38,3081.285124817
"109","BAN","Female",39,3030.835635385
"110","BAN","Female",40,2646.610870219
"111","BAN","Female",41,2381.949611323
"112","BAN","Female",42,2074.500746296
"113","BAN","Female",43,1941.375794297
"114","BAN","Female",44,1720.165388498
"115","BAN","Female",45,1527.947170081
"116","BAN","Female",46,1364.485178828
"117","BAN","Female",47,1402.613034136
"118","BAN","Female",48,1257.304079322
"119","BAN","Female",49,1144.920719199
"120","BAN","Female",50,973.561436939
"121","BAN","Female",51,1024.193172612
"122","BAN","Female",52,977.121198295
"123","BAN","Female",53,1075.737866726
"124","BAN","Female",54,1229.929936293
"125","BAN","Female",55,1019.711213146
"126","BAN","Female",56,1132.747673209
"127","BAN","Female",57,1100.629055788
"128","BAN","Female",58,1277.798119396
"129","BAN","Female",59,1178.579565306
"130","BAN","Female",60,1080.643535654
"131","BAN","Female",61,936.009599687
"132","BAN","Female",62,719.889254418
"133","BAN","Female",63,667.833920188
"134","BAN","Female",64,613.050513093
"135","BAN","Female",65,567.701796351
"136","BAN","Female",66,492.36999716
"137","BAN","Female",67,554.150804671
"138","BAN","Female",68,563.204419667
"139","BAN","Female",69,562.248216313
"140","BAN","Female",70,651.195869443
"141","BAN","Female",71,650.118008557
"142","BAN","Female",72,556.717866772
"143","BAN","Female",73,452.975231205
"144","BAN","Female",74,420.930529884
"145","BAN","Female",75,428.32060532
"146","BAN","Female",76,355.939651592
"147","BAN","Female",77,317.425278826
"148","BAN","Female",78,246.801009803
"149","BAN","Female",79,175.093179497
"150","BAN","Female",80,193.870377794
"151","BAN","Female",81,154.219070451
"152","BAN","Female",82,105.846941867
"153","BAN","Female",83,75.358719041
"154","BAN","Female",84,46.29992539
"155","BAN","Female",85,46.226825195
"156","BAN","Female",86,42.989471616
"157","BAN","Female",87,38.799836717
"158","BAN","Female",88,33.665100056
"159","BAN","Female",89,30.437748323
"160","BAN","Female",90,21.911361537
"161","BAN","Female",91,16.29968228
"162","BAN","Female",92,8.975573606
"163","BAN","Female",93,8.239122099
"164","BAN","Female",94,6.686385785
"165","BAN","Female",95,5.242009457
"166","BAN","Female",96,3.796794898
"167","BAN","Female",97,3.125713786
"168","BAN","Female",98,1.500333038
"169","BAN","Female",99,1.116516458
"170","BAN","Female",100,5.160695219
"171","BLA","Male",16,8014.860612611
"172","BLA","Male",17,8281.772775252
"173","BLA","Male",18,8159.589191477
"174","BLA","Male",19,7987.938406727
"175","BLA","Male",20,8392.37485615
"176","BLA","Male",21,8460.15062826
"177","BLA","Male",22,7841.102090128
"178","BLA","Male",23,7353.754570646
"179","BLA","Male",24,7581.785720683
"180","BLA","Male",25,8311.777361827
"181","BLA","Male",26,8285.368130613
"182","BLA","Male",27,8565.84956276
"183","BLA","Male",28,9061.128944941
"184","BLA","Male",29,8878.776405438
"185","BLA","Male",30,9999.187318268
"186","BLA","Male",31,10308.138901254
"187","BLA","Male",32,10718.652936294
"188","BLA","Male",33,10149.875505838
"189","BLA","Male",34,10231.50507275
"190","BLA","Male",35,10255.340571868
"191","BLA","Male",36,10229.020121731
"192","BLA","Male",37,9343.872366827
"193","BLA","Male",38,9757.096651012
"194","BLA","Male",39,8480.631604691
"195","BLA","Male",40,9584.451755961
"196","BLA","Male",41,9138.838241335
"197","BLA","Male",42,9146.262286389
"198","BLA","Male",43,8463.025099599
"199","BLA","Male",44,8268.592260598
"200","BLA","Male",45,7998.223235499
"201","BLA","Male",46,7395.844905991
"202","BLA","Male",47,6523.571200718
"203","BLA","Male",48,6219.758453988
"204","BLA","Male",49,4957.402204037
"205","BLA","Male",50,5580.982713395
"206","BLA","Male",51,4999.93732779
"207","BLA","Male",52,4319.997518763
"208","BLA","Male",53,3781.809171063
"209","BLA","Male",54,3404.890751103
"210","BLA","Male",55,3060.841901265
"211","BLA","Male",56,2829.321394767
"212","BLA","Male",57,2223.961333563
"213","BLA","Male",58,2111.748971986
"214","BLA","Male",59,1602.070272609
"215","BLA","Male",60,1685.86266146
"216","BLA","Male",61,1511.99786092
"217","BLA","Male",62,1344.796330447
"218","BLA","Male",63,1096.331107441
"219","BLA","Male",64,1007.140588683
"220","BLA","Male",65,928.123500108
"221","BLA","Male",66,819.5483134
"222","BLA","Male",67,724.546041491
"223","BLA","Male",68,824.917555098
"224","BLA","Male",69,630.910175742
"225","BLA","Male",70,753.584138224
"226","BLA","Male",71,834.641001146
"227","BLA","Male",72,755.286139588
"228","BLA","Male",73,663.815529054
"229","BLA","Male",74,631.784572652
"230","BLA","Male",75,594.970087719
"231","BLA","Male",76,518.932858771
"232","BLA","Male",77,367.635599257
"233","BLA","Male",78,335.058531086
"234","BLA","Male",79,252.849704456
"235","BLA","Male",80,219.889988715
"236","BLA","Male",81,184.659855648
"237","BLA","Male",82,169.514266999
"238","BLA","Male",83,109.236839069
"239","BLA","Male",84,113.863546561
"240","BLA","Male",85,84.481863111
"241","BLA","Male",86,73.771610938
"242","BLA","Male",87,63.033080416
"243","BLA","Male",88,53.546029216
"244","BLA","Male",89,45.932187994
"245","BLA","Male",90,37.149642977
"246","BLA","Male",91,27.76608613
"247","BLA","Male",92,14.136752261
"248","BLA","Male",93,10.595376736
"249","BLA","Male",94,9.144264408
"250","BLA","Male",95,10.31118513
"251","BLA","Male",96,6.641355507
"252","BLA","Male",97,5.011177389
"253","BLA","Male",98,3.301692885
"254","BLA","Male",99,1.926105396
"255","BLA","Male",100,13.463768548
"256","BLA","Female",16,8255.678248341
"257","BLA","Female",17,8304.910165297
"258","BLA","Female",18,8442.013541541
"259","BLA","Female",19,8424.357587475
"260","BLA","Female",20,8457.862839246
"261","BLA","Female",21,8525.740489488
"262","BLA","Female",22,8271.104889906
"263","BLA","Female",23,8563.949385064
"264","BLA","Female",24,8909.845320574
"265","BLA","Female",25,9196.793913934
"266","BLA","Female",26,9349.709243255
"267","BLA","Female",27,9622.876103525
"268","BLA","Female",28,10508.353645352
"269","BLA","Female",29,10191.151725069
"270","BLA","Female",30,11058.00335493
"271","BLA","Female",31,11703.467351283
"272","BLA","Female",32,11812.515087694
"273","BLA","Female",33,11286.127347486
"274","BLA","Female",34,11450.943211356
"275","BLA","Female",35,11283.723814541
"276","BLA","Female",36,11053.593296991
"277","BLA","Female",37,10387.488053178
"278","BLA","Female",38,10447.536653563
"279","BLA","Female",39,8968.144404111
"280","BLA","Female",40,10123.297171146
"281","BLA","Female",41,9859.501580357
"282","BLA","Female",42,9809.741689824
"283","BLA","Female",43,9115.159986524
"284","BLA","Female",44,8701.408348274
"285","BLA","Female",45,8410.126856501
"286","BLA","Female",46,7949.767966307
"287","BLA","Female",47,6925.627479924
"288","BLA","Female",48,6566.597914854
"289","BLA","Female",49,5170.552919483
"290","BLA","Female",50,5737.201576956
"291","BLA","Female",51,5022.588194629
"292","BLA","Female",52,4282.764854681
"293","BLA","Female",53,3634.515257075
"294","BLA","Female",54,3326.972946364
"295","BLA","Female",55,2937.804195202
"296","BLA","Female",56,2827.142200874
"297","BLA","Female",57,2333.624715465
"298","BLA","Female",58,2232.316735299
"299","BLA","Female",59,1667.408068362
"300","BLA","Female",60,1789.266895044
"301","BLA","Female",61,1671.966045776
"302","BLA","Female",62,1603.16447145
"303","BLA","Female",63,1285.466530689
"304","BLA","Female",64,1313.857565783
"305","BLA","Female",65,1364.762646137
"306","BLA","Female",66,1198.329628849
"307","BLA","Female",67,1088.382298661
"308","BLA","Female",68,1183.51286525
"309","BLA","Female",69,899.495945062
"310","BLA","Female",70,994.334399785
"311","BLA","Female",71,1056.899257974
"312","BLA","Female",72,891.764036449
"313","BLA","Female",73,687.420047968
"314","BLA","Female",74,650.475636448
"315","BLA","Female",75,564.209535518
"316","BLA","Female",76,479.077554625
"317","BLA","Female",77,419.375484908
"318","BLA","Female",78,345.520722747
"319","BLA","Female",79,303.657329157
"320","BLA","Female",80,267.840762393
"321","BLA","Female",81,268.12936746
"322","BLA","Female",82,183.923464255
"323","BLA","Female",83,140.747466531
"324","BLA","Female",84,116.832632911
"325","BLA","Female",85,79.546710481
"326","BLA","Female",86,74.426934642
"327","BLA","Female",87,65.920175001
"328","BLA","Female",88,58.319480245
"329","BLA","Female",89,53.207080291
"330","BLA","Female",90,37.89817804
"331","BLA","Female",91,31.005910231
"332","BLA","Female",92,18.41069779
"333","BLA","Female",93,14.627682899
"334","BLA","Female",94,12.817887578
"335","BLA","Female",95,14.321290913
"336","BLA","Female",96,10.998366413
"337","BLA","Female",97,8.555748465
"338","BLA","Female",98,5.612516973
"339","BLA","Female",99,3.88750587
"340","BLA","Female",100,10.247583282
"341","BLC","Male",16,4002.791196079
"342","BLC","Male",17,3986.979683909
"343","BLC","Male",18,3951.524090752
"344","BLC","Male",19,4043.678801482
"345","BLC","Male",20,4036.03236099
"346","BLC","Male",21,3984.093282511
"347","BLC","Male",22,3778.272828819
"348","BLC","Male",23,3792.406990451
"349","BLC","Male",24,3597.043493891
"350","BLC","Male",25,3652.353343785
"351","BLC","Male",26,3472.27424988
"352","BLC","Male",27,3529.388172468
"353","BLC","Male",28,3610.44967498
"354","BLC","Male",29,3566.143523717
"355","BLC","Male",30,3621.972406122
"356","BLC","Male",31,3463.813095183
"357","BLC","Male",32,3504.323380542
"358","BLC","Male",33,3197.081851084
"359","BLC","Male",34,3171.427479532
"360","BLC","Male",35,3273.931938339
"361","BLC","Male",36,3185.597354793
"362","BLC","Male",37,3379.625475297
"363","BLC","Male",38,3750.316977607
"364","BLC","Male",39,4291.352029838
"365","BLC","Male",40,4510.036883782
"366","BLC","Male",41,4845.810002666
"367","BLC","Male",42,5317.945513018
"368","BLC","Male",43,5633.337086668
"369","BLC","Male",44,5920.699223466
"370","BLC","Male",45,6311.93252775
"371","BLC","Male",46,6401.796956482
"372","BLC","Male",47,6813.947881592
"373","BLC","Male",48,6655.889753059
"374","BLC","Male",49,6021.421315111
"375","BLC","Male",50,5208.50915928
"376","BLC","Male",51,4968.656174344
"377","BLC","Male",52,4534.140321757
"378","BLC","Male",53,4237.990484854
"379","BLC","Male",54,3762.352621702
"380","BLC","Male",55,3273.102251869
"381","BLC","Male",56,2798.053335361
"382","BLC","Male",57,2566.809589863
"383","BLC","Male",58,2341.776475272
"384","BLC","Male",59,2039.485415772
"385","BLC","Male",60,1751.363983059
"386","BLC","Male",61,1547.958854238
"387","BLC","Male",62,1310.541693052
"388","BLC","Male",63,1230.434350091
"389","BLC","Male",64,1313.520825571
"390","BLC","Male",65,1236.559339857
"391","BLC","Male",66,1295.278477721
"392","BLC","Male",67,1757.459971865
"393","BLC","Male",68,1995.55951115
"394","BLC","Male",69,2223.070824837
"395","BLC","Male",70,2213.893127756
"396","BLC","Male",71,2436.575968195
"397","BLC","Male",72,2445.499690111
"398","BLC","Male",73,2475.605816069
"399","BLC","Male",74,2262.530673443
"400","BLC","Male",75,2266.429363732
"401","BLC","Male",76,2070.554674589
"402","BLC","Male",77,1968.274874891
"403","BLC","Male",78,1824.178018099
"404","BLC","Male",79,1599.728526427
"405","BLC","Male",80,1486.963529338
"406","BLC","Male",81,1291.573276562
"407","BLC","Male",82,1130.605116493
"408","BLC","Male",83,853.525204139
"409","BLC","Male",84,780.331011136
"410","BLC","Male",85,571.92586177
"411","BLC","Male",86,489.821985832
"412","BLC","Male",87,421.016900369
"413","BLC","Male",88,359.174947079
"414","BLC","Male",89,301.017026192
"415","BLC","Male",90,214.082493876
"416","BLC","Male",91,158.085255749
"417","BLC","Male",92,83.129904355
"418","BLC","Male",93,63.819564598
"419","BLC","Male",94,54.068451532
"420","BLC","Male",95,32.682253287
"421","BLC","Male",96,27.064006744
"422","BLC","Male",97,19.005040871
"423","BLC","Male",98,14.206174589
"424","BLC","Male",99,7.029257835
"425","BLC","Male",100,11.349108483
"426","BLC","Female",16,3846.478670616
"427","BLC","Female",17,4063.157629744
"428","BLC","Female",18,3961.097242114
"429","BLC","Female",19,4142.395497789
"430","BLC","Female",20,4298.534080593
"431","BLC","Female",21,4208.706128141
"432","BLC","Female",22,4257.614153976
"433","BLC","Female",23,4148.966096983
"434","BLC","Female",24,4263.224958512
"435","BLC","Female",25,4287.511463522
"436","BLC","Female",26,4350.682104456
"437","BLC","Female",27,4102.78852947
"438","BLC","Female",28,4353.070777937
"439","BLC","Female",29,4317.773818364
"440","BLC","Female",30,4208.048466395
"441","BLC","Female",31,4441.033389053
"442","BLC","Female",32,4072.484021638
"443","BLC","Female",33,3907.521494089
"444","BLC","Female",34,3766.394720287
"445","BLC","Female",35,3875.856359368
"446","BLC","Female",36,3974.053736101
"447","BLC","Female",37,4009.134998036
"448","BLC","Female",38,4591.535922607
"449","BLC","Female",39,5112.856191396
"450","BLC","Female",40,5347.707797183
"451","BLC","Female",41,5697.88688523
"452","BLC","Female",42,6270.671719804
"453","BLC","Female",43,6849.265074036
"454","BLC","Female",44,7018.128097007
"455","BLC","Female",45,7499.199798078
"456","BLC","Female",46,7717.092012806
"457","BLC","Female",47,7942.656242706
"458","BLC","Female",48,7690.129526416
"459","BLC","Female",49,7009.018641276
"460","BLC","Female",50,6420.28500882
"461","BLC","Female",51,6042.646260337
"462","BLC","Female",52,5558.758208939
"463","BLC","Female",53,4940.401965859
"464","BLC","Female",54,4548.796182818
"465","BLC","Female",55,4156.116078911
"466","BLC","Female",56,3642.052001537
"467","BLC","Female",57,3228.459859274
"468","BLC","Female",58,3034.23209767
"469","BLC","Female",59,2756.388355443
"470","BLC","Female",60,2434.85851958
"471","BLC","Female",61,2281.204442428
"472","BLC","Female",62,2091.02841655
"473","BLC","Female",63,1854.511621414
"474","BLC","Female",64,1986.440673995
"475","BLC","Female",65,2005.133646511
"476","BLC","Female",66,2128.376773648
"477","BLC","Female",67,2442.509259743
"478","BLC","Female",68,2580.42948923
"479","BLC","Female",69,2721.006694855
"480","BLC","Female",70,2619.103767875
"481","BLC","Female",71,2624.792431541
"482","BLC","Female",72,2751.031579818
"483","BLC","Female",73,2645.369323688
"484","BLC","Female",74,2498.829832909
"485","BLC","Female",75,2508.291111658
"486","BLC","Female",76,2398.951152174
"487","BLC","Female",77,1989.720577023
"488","BLC","Female",78,1904.097152532
"489","BLC","Female",79,1692.658832865
"490","BLC","Female",80,1582.673457094
"491","BLC","Female",81,1446.810117149
"492","BLC","Female",82,1244.555733817
"493","BLC","Female",83,1010.604297041
"494","BLC","Female",84,832.134627022
"495","BLC","Female",85,599.888186299
"496","BLC","Female",86,561.25660371
"497","BLC","Female",87,494.422591779
"498","BLC","Female",88,437.161635781
"499","BLC","Female",89,403.546847958
"500","BLC","Female",90,246.684738924
"501","BLC","Female",91,194.474131309
"502","BLC","Female",92,117.817414811
"503","BLC","Female",93,95.0202804
"504","BLC","Female",94,81.034182874
"505","BLC","Female",95,55.241836764
"506","BLC","Female",96,43.447530466
"507","BLC","Female",97,34.434176376
"508","BLC","Female",98,21.061046235
"509","BLC","Female",99,15.59807474
"510","BLC","Female",100,21.3129883
"511","CHI","Male",16,2733.520266223
"512","CHI","Male",17,3381.282739252
"513","CHI","Male",18,4050.63118837
"514","CHI","Male",19,4858.004889729
"515","CHI","Male",20,7529.31632884
"516","CHI","Male",21,9670.509649396
"517","CHI","Male",22,10648.041952244
"518","CHI","Male",23,9331.964721536
"519","CHI","Male",24,7262.82730275
"520","CHI","Male",25,5832.010152697
"521","CHI","Male",26,5370.302994126
"522","CHI","Male",27,5030.829660715
"523","CHI","Male",28,5070.085370524
"524","CHI","Male",29,4923.291315133
"525","CHI","Male",30,4249.072481584
"526","CHI","Male",31,4412.516640503
"527","CHI","Male",32,4108.966861463
"528","CHI","Male",33,3717.163977173
"529","CHI","Male",34,3605.045429449
"530","CHI","Male",35,3308.833462373
"531","CHI","Male",36,3249.445362476
"532","CHI","Male",37,3029.860021146
"533","CHI","Male",38,2964.797889966
"534","CHI","Male",39,2773.455504102
"535","CHI","Male",40,2577.49684176
"536","CHI","Male",41,2404.306958119
"537","CHI","Male",42,2569.605377513
"538","CHI","Male",43,2238.651984895
"539","CHI","Male",44,2197.915702773
"540","CHI","Male",45,2289.792788348
"541","CHI","Male",46,2180.609755905
"542","CHI","Male",47,2273.202339709
"543","CHI","Male",48,2337.683908615
"544","CHI","Male",49,2082.85546078
"545","CHI","Male",50,2053.131246093
"546","CHI","Male",51,1989.821208596
"547","CHI","Male",52,2031.520747007
"548","CHI","Male",53,2011.800366977
"549","CHI","Male",54,1967.281744099
"550","CHI","Male",55,1841.176607101
"551","CHI","Male",56,1626.275089687
"552","CHI","Male",57,1592.059174825
"553","CHI","Male",58,1401.63570552
"554","CHI","Male",59,1377.057703934
"555","CHI","Male",60,1284.685689431
"556","CHI","Male",61,1177.450189632
"557","CHI","Male",62,1047.264762149
"558","CHI","Male",63,1029.409459656
"559","CHI","Male",64,958.39912554
"560","CHI","Male",65,774.975258387
"561","CHI","Male",66,670.436747281
"562","CHI","Male",67,652.462058134
"563","CHI","Male",68,597.046249886
"564","CHI","Male",69,597.751281315
"565","CHI","Male",70,609.560197084
"566","CHI","Male",71,626.164954737
"567","CHI","Male",72,638.167432401
"568","CHI","Male",73,609.617280829
"569","CHI","Male",74,556.082857681
"570","CHI","Male",75,520.259545538
"571","CHI","Male",76,490.79045766
"572","CHI","Male",77,436.153046992
"573","CHI","Male",78,359.625352302
"574","CHI","Male",79,317.431421935
"575","CHI","Male",80,283.496335257
"576","CHI","Male",81,259.059215663
"577","CHI","Male",82,183.29083574
"578","CHI","Male",83,186.704173026
"579","CHI","Male",84,142.850333945
"580","CHI","Male",85,110.821178028
"581","CHI","Male",86,95.22847369
"582","CHI","Male",87,82.638368255
"583","CHI","Male",88,69.585145256
"584","CHI","Male",89,58.747396269
"585","CHI","Male",90,42.14430568
"586","CHI","Male",91,30.34434854
"587","CHI","Male",92,16.434537424
"588","CHI","Male",93,12.439952664
"589","CHI","Male",94,10.122980174
"590","CHI","Male",95,12.139432734
"591","CHI","Male",96,10.145965041
"592","CHI","Male",97,6.924994156
"593","CHI","Male",98,5.270219994
"594","CHI","Male",99,3.206921861
"595","CHI","Male",100,2.224272939
"596","CHI","Female",16,2611.098283214
"597","CHI","Female",17,3320.027737933
"598","CHI","Female",18,4290.47637916
"599","CHI","Female",19,5492.462325706
"600","CHI","Female",20,8546.955759755
"601","CHI","Female",21,9986.551385161
"602","CHI","Female",22,11246.042973153
"603","CHI","Female",23,9950.855674434
"604","CHI","Female",24,7322.479411454
"605","CHI","Female",25,5442.395969692
"606","CHI","Female",26,5208.321327375
"607","CHI","Female",27,5301.327746623
"608","CHI","Female",28,5813.65454344
"609","CHI","Female",29,5380.293607441
"610","CHI","Female",30,4805.058150079
"611","CHI","Female",31,4772.196729427
"612","CHI","Female",32,4522.098342374
"613","CHI","Female",33,4238.264388911
"614","CHI","Female",34,4019.935875569
"615","CHI","Female",35,3783.793391785
"616","CHI","Female",36,3532.564933562
"617","CHI","Female",37,3466.172307517
"618","CHI","Female",38,3376.544710292
"619","CHI","Female",39,3266.311867287
"620","CHI","Female",40,3178.702435915
"621","CHI","Female",41,3057.539445949
"622","CHI","Female",42,3214.974153046
"623","CHI","Female",43,2779.886995841
"624","CHI","Female",44,2736.836149475
"625","CHI","Female",45,2637.744409025
"626","CHI","Female",46,2671.548775317
"627","CHI","Female",47,3014.577032558
"628","CHI","Female",48,3002.972491721
"629","CHI","Female",49,2614.645886518
"630","CHI","Female",50,2499.259260933
"631","CHI","Female",51,2351.602639682
"632","CHI","Female",52,2382.615976523
"633","CHI","Female",53,2373.458124213
"634","CHI","Female",54,2313.050458962
"635","CHI","Female",55,2134.177078764
"636","CHI","Female",56,2042.873754903
"637","CHI","Female",57,2137.846421431
"638","CHI","Female",58,1919.460558348
"639","CHI","Female",59,1829.526502613
"640","CHI","Female",60,1611.735458885
"641","CHI","Female",61,1633.54007285
"642","CHI","Female",62,1475.205417414
"643","CHI","Female",63,1353.855802659
"644","CHI","Female",64,1206.529436801
"645","CHI","Female",65,914.821052897
"646","CHI","Female",66,764.399038976
"647","CHI","Female",67,722.208210175
"648","CHI","Female",68,632.198089068
"649","CHI","Female",69,651.122618684
"650","CHI","Female",70,597.020686174
"651","CHI","Female",71,642.182706558
"652","CHI","Female",72,606.964259104
"653","CHI","Female",73,639.705761808
"654","CHI","Female",74,567.899357167
"655","CHI","Female",75,509.42940122
"656","CHI","Female",76,483.714411367
"657","CHI","Female",77,467.535808003
"658","CHI","Female",78,435.18007144
"659","CHI","Female",79,374.653236435
"660","CHI","Female",80,350.83577707
"661","CHI","Female",81,309.875959576
"662","CHI","Female",82,301.88728963
"663","CHI","Female",83,198.463409447
"664","CHI","Female",84,209.552242035
"665","CHI","Female",85,173.250858681
"666","CHI","Female",86,159.471737695
"667","CHI","Female",87,144.379201494
"668","CHI","Female",88,129.058921235
"669","CHI","Female",89,117.344442315
"670","CHI","Female",90,83.456751917
"671","CHI","Female",91,65.610737304
"672","CHI","Female",92,40.177931142
"673","CHI","Female",93,31.20232763
"674","CHI","Female",94,27.206351893
"675","CHI","Female",95,20.002706644
"676","CHI","Female",96,15.152154375
"677","CHI","Female",97,10.967557719
"678","CHI","Female",98,7.543581952
"679","CHI","Female",99,4.848430344
"680","CHI","Female",100,12.955753878
"681","IND","Male",16,7959.752839801
"682","IND","Male",17,8291.630167862
"683","IND","Male",18,8942.67027752
"684","IND","Male",19,10076.121363989
"685","IND","Male",20,10922.988205339
"686","IND","Male",21,12092.893949834
"687","IND","Male",22,13809.003612899
"688","IND","Male",23,15262.572057373
"689","IND","Male",24,15880.501625252
"690","IND","Male",25,16786.662972187
"691","IND","Male",26,17480.108121096
"692","IND","Male",27,16575.265956883
"693","IND","Male",28,17097.718532639
"694","IND","Male",29,17691.769369848
"695","IND","Male",30,17473.04250221
"696","IND","Male",31,17769.762663878
"697","IND","Male",32,17525.100555102
"698","IND","Male",33,16270.118226219
"699","IND","Male",34,16134.295093142
"700","IND","Male",35,15312.959866565
"701","IND","Male",36,13981.559729845
"702","IND","Male",37,13177.410845367
"703","IND","Male",38,12910.557716398
"704","IND","Male",39,12233.025200977
"705","IND","Male",40,11426.915171419
"706","IND","Male",41,11372.259596571
"707","IND","Male",42,10909.047655532
"708","IND","Male",43,10115.285556152
"709","IND","Male",44,9301.656663595
"710","IND","Male",45,8728.752528516
"711","IND","Male",46,8449.655957981
"712","IND","Male",47,8507.8556365
"713","IND","Male",48,8357.666180972
"714","IND","Male",49,8431.129195844
"715","IND","Male",50,8588.783544025
"716","IND","Male",51,8457.124629429
"717","IND","Male",52,8189.489282543
"718","IND","Male",53,8082.863509145
"719","IND","Male",54,8199.967373839
"720","IND","Male",55,8194.751541484
"721","IND","Male",56,8033.513084904
"722","IND","Male",57,7524.695298855
"723","IND","Male",58,7549.202556801
"724","IND","Male",59,6684.029446306
"725","IND","Male",60,6272.672861584
"726","IND","Male",61,5829.066322526
"727","IND","Male",62,5398.254220256
"728","IND","Male",63,4728.967550306
"729","IND","Male",64,4413.78073591
"730","IND","Male",65,3975.323229851
"731","IND","Male",66,3468.700379551
"732","IND","Male",67,3620.505047884
"733","IND","Male",68,3669.44083657
"734","IND","Male",69,3535.075326576
"735","IND","Male",70,3424.904952063
"736","IND","Male",71,3537.330253261
"737","IND","Male",72,3478.627203573
"738","IND","Male",73,3176.467478977
"739","IND","Male",74,3082.269794812
"740","IND","Male",75,2935.694492007
"741","IND","Male",76,2453.894582723
"742","IND","Male",77,2447.325567034
"743","IND","Male",78,2135.085871604
"744","IND","Male",79,1986.416245008
"745","IND","Male",80,1653.170576296
"746","IND","Male",81,1420.165647428
"747","IND","Male",82,1165.868329038
"748","IND","Male",83,981.178695616
"749","IND","Male",84,785.076842754
"750","IND","Male",85,650.34559344
"751","IND","Male",86,549.743106282
"752","IND","Male",87,473.262675517
"753","IND","Male",88,415.721611353
"754","IND","Male",89,344.98686219
