,region,ethnicity,age_start,age_end,sex,year_start,year_end,mean_value
241,East Midlands,BLA,18,19,Female,2021,2022,0.0853054579571643
242,East Midlands,BLA,18,19,Female,2022,2023,0.0856007111396572
243,East Midlands,BLA,18,19,Female,2023,2024,0.0857824054058065
244,East Midlands,BLA,18,19,Female,2024,2025,0.0858732525388813
245,East Midlands,BLA,19,20,Female,2020,2021,0.1041007053514595
246,East Midlands,BLA,19,20,Female,2021,2022,0.1045460559625887
247,East Midlands,BLA,19,20,Female,2022,2023,0.1049079033341312
248,East Midlands,BLA,19,20,Female,2023,2024,0.1051305786396959
249,East Midlands,BLA,19,20,Female,2024,2025,0.1052419162924782
250,East Midlands,BLA,20,21,Female,2020,2021,0.1220539183266081
251,East Midlands,BLA,20,21,Female,2021,2022,0.1225760741269357
252,East Midlands,BLA,20,21,Female,2022,2023,0.1230003257147022
253,East Midlands,BLA,20,21,Female,2023,2024,0.123261403614866
254,East Midlands,BLA,20,21,Female,2024,2025,0.1233919425649479
255,East Midlands,BLA,21,22,Female,2020,2021,0.1379006444038193
256,East Midlands,BLA,21,22,Female,2021,2022,0.1384905936846913
257,East Midlands,BLA,21,22,Female,2022,2023,0.1389699274753998
258,East Midlands,BLA,21,22,Female,2023,2024,0.1392649021158357
259,East Midlands,BLA,21,22,Female,2024,2025,0.1394123894360538
260,East Midlands,BLA,22,23,Female,2020,2021,0.148526174172323
261,East Midlands,BLA,22,23,Female,2021,2022,0.1491615802650389
262,East Midlands,BLA,22,23,Female,2022,2023,0.1496778477153705
263,East Midlands,BLA,22,23,Female,2023,2024,0.1499955507617284
264,East Midlands,BLA,22,23,Female,2024,2025,0.1501544022849073
265,East Midlands,BLA,23,24,Female,2020,2021,0.1550881551327079
266,East Midlands,BLA,23,24,Female,2021,2022,0.1557516338712435
267,East Midlands,BLA,23,24,Female,2022,2023,0.1562907103463036
268,East Midlands,BLA,23,24,Female,2023,2024,0.1566224497155715
269,East Midlands,BLA,23,24,Female,2024,2025,0.1567883194002055
270,East Midlands,BLA,24,25,Female,2020,2021,0.1581641215628635
271,East Midlands,BLA,24,25,Female,2021,2022,0.1588407595160736
272,East Midlands,BLA,24,25,Female,2022,2023,0.1593905278530569
273,East Midlands,BLA,24,25,Female,2023,2024,0.1597288468296619
274,East Midlands,BLA,24,25,Female,2024,2025,0.1598980063179644
275,East Midlands,BLA,25,26,Female,2020,2021,0.157947161534906
276,East Midlands,BLA,25,26,Female,2021,2022,0.1586228713168735
277,East Midlands,BLA,25,26,Female,2022,2023,0.1591718855147221
278,East Midlands,BLA,25,26,Female,2023,2024,0.1595097404057058
279,East Midlands,BLA,25,26,Female,2024,2025,0.1596786678511978
280,East Midlands,BLA,26,27,Female,2020,2021,0.1547947844283518
281,East Midlands,BLA,26,27,Female,2021,2022,0.1554570081050507
282,East Midlands,BLA,26,27,Female,2022,2023,0.1559950648423684
283,East Midlands,BLA,26,27,Female,2023,2024,0.1563261766807178
284,East Midlands,BLA,26,27,Female,2024,2025,0.1564917325998926
285,East Midlands,BLA,27,28,Female,2020,2021,0.1497821796859881
286,East Midlands,BLA,27,28,Female,2021,2022,0.1504229590643239
287,East Midlands,BLA,27,28,Female,2022,2023,0.1509435923092218
