DZ2011_Code,DZ2011_Name,IZ2011_Code,IZ2011_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,TTWA2011_Code,TTWA2011_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01011309,Fairlie and Rural - 03,S02002125,Fairlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011310,Fairlie and Rural - 04,S02002125,Fairlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011311,West Kilbride and Seamill - 01,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011312,West Kilbride and Seamill - 02,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011313,West Kilbride and Seamill - 03,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011314,West Kilbride and Seamill - 04,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011315,West Kilbride and Seamill - 05,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011316,West Kilbride and Seamill - 06,S02002126,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011317,Largs South - 01,S02002127,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011318,Largs South - 02,S02002127,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011319,Largs South - 03,S02002127,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011320,Largs South - 04,S02002127,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011321,Largs South - 05,S02002127,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011322,Largs Central and Cumbrae - 01,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011323,Largs Central and Cumbrae - 02,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011324,Largs Central and Cumbrae - 03,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011325,Largs Central and Cumbrae - 04,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011326,Largs Central and Cumbrae - 05,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011327,Largs Central and Cumbrae - 06,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,3,Remote Rural,6,Remote Rural,7,Remote Rural Areas,S92000003,Scotland
S01011328,Largs Central and Cumbrae - 07,S02002128,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,3,Remote Rural,6,Remote Rural,7,Remote Rural Areas,S92000003,Scotland
S01011329,Largs North - 01,S02002129,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011330,Largs North - 02,S02002129,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011331,Largs North - 03,S02002129,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011332,Largs North - 04,S02002129,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011333,Largs North - 05,S02002129,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01011334,Skelmorlie and Rural - 01,S02002130,Skelmorlie and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011335,Skelmorlie and Rural - 02,S02002130,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000085,Greenock,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011336,Skelmorlie and Rural - 03,S02002130,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000085,Greenock,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011337,Skelmorlie and Rural - 04,S02002130,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000085,Greenock,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011338,Kilbirnie North - 01,S02002131,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011339,Kilbirnie North - 02,S02002131,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011340,Kilbirnie North - 03,S02002131,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011341,Kilbirnie North - 04,S02002131,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011342,Kilbirnie North - 05,S02002131,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011343,Kilbirnie South and Longbar - 01,S02002132,Kilbirnie South and Longbar,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011344,Kilbirnie South and Longbar - 02,S02002132,Kilbirnie South and Longbar,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011345,Kilbirnie South and Longbar - 03,S02002132,Kilbirnie South and Longbar,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011346,Kilbirnie South and Longbar - 04,S02002132,Kilbirnie South and Longbar,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011347,Kilbirnie South and Longbar - 05,S02002132,Kilbirnie South and Longbar,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011348,Beith West - 01,S02002133,Beith West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011349,Beith West - 02,S02002133,Beith West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011350,Beith West - 03,S02002133,Beith West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011351,Beith West - 04,S02002133,Beith West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011352,Beith East and Rural - 01,S02002134,Beith East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011353,Beith East and Rural - 02,S02002134,Beith East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011354,Beith East and Rural - 03,S02002134,Beith East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011355,Beith East and Rural - 04,S02002134,Beith East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01011356,Beith East and Rural - 05,S02002134,Beith East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,S22000069,Kilmarnock and Irvine,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011357,Overtown - 01,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011358,Overtown - 02,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011359,Overtown - 03,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011360,Overtown - 04,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011361,Overtown - 05,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01011362,Overtown - 06,S02002135,Overtown,S13003062,Wishaw,S12000050,North Lanarkshire,S16000133,Motherwell and Wishaw,S14000047,Motherwell and Wishaw,S08000032,Lanarkshire,S37000035,North Lanarkshire,S32000019,Lanarkshire,S39000024,Lanarkshire,S40000003,West,S43000003,West,S42000016,Lanarkshire,S22000071,Motherwell and Airdrie,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
