DZ2011_Code,DZ2011_Name,IZ2011_Code,IZ2011_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,TTWA2011_Code,TTWA2011_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01007073,Peterhead Links - 02,S02001334,Peterhead Links,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007074,Peterhead Links - 03,S02001334,Peterhead Links,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007075,Peterhead Links - 04,S02001334,Peterhead Links,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007076,Peterhead Links - 05,S02001334,Peterhead Links,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007077,Peterhead Links - 06,S02001334,Peterhead Links,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007078,Peterhead Bay - 01,S02001335,Peterhead Bay,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007079,Peterhead Bay - 02,S02001335,Peterhead Bay,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007080,Peterhead Bay - 03,S02001335,Peterhead Bay,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007081,Peterhead Harbour - 01,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007082,Peterhead Harbour - 02,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007083,Peterhead Harbour - 03,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007084,Peterhead Harbour - 04,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007085,Peterhead Harbour - 05,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007086,Peterhead Harbour - 06,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007087,Peterhead Harbour - 07,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007088,Peterhead Harbour - 08,S02001336,Peterhead Harbour,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007089,Peterhead Ugieside - 01,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007090,Peterhead Ugieside - 02,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007091,Peterhead Ugieside - 03,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007092,Peterhead Ugieside - 04,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007093,Peterhead Ugieside - 05,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007094,Peterhead Ugieside - 06,S02001337,Peterhead Ugieside,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007095,Longside and Rattray - 01,S02001338,Longside and Rattray,S13002851,Central Buchan,S12000034,Aberdeenshire,S16000077,Aberdeenshire East,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007096,Longside and Rattray - 02,S02001338,Longside and Rattray,S13002851,Central Buchan,S12000034,Aberdeenshire,S16000077,Aberdeenshire East,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007097,Longside and Rattray - 03,S02001338,Longside and Rattray,S13002853,Peterhead South and Cruden,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007098,Longside and Rattray - 04,S02001338,Longside and Rattray,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007099,Longside and Rattray - 05,S02001338,Longside and Rattray,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007100,Longside and Rattray - 06,S02001338,Longside and Rattray,S13002851,Central Buchan,S12000034,Aberdeenshire,S16000077,Aberdeenshire East,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007101,Longside and Rattray - 07,S02001338,Longside and Rattray,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007102,Longside and Rattray - 08,S02001338,Longside and Rattray,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000075,Peterhead,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007103,Rosehearty and Strathbeg - 01,S02001339,Rosehearty and Strathbeg,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007104,Rosehearty and Strathbeg - 02,S02001339,Rosehearty and Strathbeg,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007105,Rosehearty and Strathbeg - 03,S02001339,Rosehearty and Strathbeg,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007106,Rosehearty and Strathbeg - 04,S02001339,Rosehearty and Strathbeg,S13002852,Peterhead North and Rattray,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007107,Rosehearty and Strathbeg - 05,S02001339,Rosehearty and Strathbeg,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007108,Rosehearty and Strathbeg - 06,S02001339,Rosehearty and Strathbeg,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007109,Rosehearty and Strathbeg - 07,S02001339,Rosehearty and Strathbeg,S13002849,Troup,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007110,Rosehearty and Strathbeg - 08,S02001339,Rosehearty and Strathbeg,S13002849,Troup,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007111,Rosehearty and Strathbeg - 09,S02001339,Rosehearty and Strathbeg,S13002849,Troup,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01007112,Fraserburgh Smiddyhill - 01,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007113,Fraserburgh Smiddyhill - 02,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007114,Fraserburgh Smiddyhill - 03,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007115,Fraserburgh Smiddyhill - 04,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007116,Fraserburgh Smiddyhill - 05,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007117,Fraserburgh Smiddyhill - 06,S02001340,Fraserburgh Smiddyhill,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007118,Fraserburgh Lochpots - 01,S02001341,Fraserburgh Lochpots,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007119,Fraserburgh Lochpots - 02,S02001341,Fraserburgh Lochpots,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007120,Fraserburgh Lochpots - 03,S02001341,Fraserburgh Lochpots,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007121,Fraserburgh Central-Academy - 01,S02001342,Fraserburgh Central-Academy,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007122,Fraserburgh Central-Academy - 02,S02001342,Fraserburgh Central-Academy,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007123,Fraserburgh Central-Academy - 03,S02001342,Fraserburgh Central-Academy,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007124,Fraserburgh Central-Academy - 04,S02001342,Fraserburgh Central-Academy,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007125,Fraserburgh Harbour and Broadsea - 01,S02001343,Fraserburgh Harbour and Broadsea,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007126,Fraserburgh Harbour and Broadsea - 02,S02001343,Fraserburgh Harbour and Broadsea,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01007127,Fraserburgh Harbour and Broadsea - 03,S02001343,Fraserburgh Harbour and Broadsea,S13002850,Fraserburgh and District,S12000034,Aberdeenshire,S16000085,Banffshire and Buchan Coast,S14000007,Banff and Buchan,S08000020,Grampian,S37000002,Aberdeenshire,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,S22000084,Fraserburgh,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
