FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S01009109,Stenhousemuir - Antonshill - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009108,Stenhousemuir - Antonshill - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009110,Stenhousemuir - Antonshill - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008886,"Craigleith, Orchard Brae and Crewe Toll - 01",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009145,Falkirk - Middlefield - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009146,Falkirk - Middlefield - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009144,Falkirk - Middlefield - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009147,Falkirk - Middlefield - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008873,Deans Village - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009142,Falkirk - Grahamston - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008875,Balgreen and Roseburn - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008874,Deans Village - 07,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009143,Falkirk - Middlefield - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008871,Deans Village - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009151,Falkirk - Town Centre and Callendar Park - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009153,Falkirk - Town Centre and Callendar Park - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009152,Falkirk - Town Centre and Callendar Park - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008872,Deans Village - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009148,Falkirk - Middlefield - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009150,Falkirk - Town Centre and Callendar Park - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009149,Falkirk - Town Centre and Callendar Park - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008878,Balgreen and Roseburn - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009133,Falkirk - Merchiston and New Carron Village - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009135,Falkirk - Merchiston and New Carron Village - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009134,Falkirk - Merchiston and New Carron Village - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009131,Falkirk - Bainsford and Langlees - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009130,Falkirk - Bainsford and Langlees - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009132,Falkirk - Merchiston and New Carron Village - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008879,Balgreen and Roseburn - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009139,Falkirk - Grahamston - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008876,Balgreen and Roseburn - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009141,Falkirk - Grahamston - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009140,Falkirk - Grahamston - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008877,Balgreen and Roseburn - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009136,Falkirk - Merchiston and New Carron Village - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009138,Falkirk - Grahamston - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009137,Falkirk - Merchiston and New Carron Village - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009069,Head of Muir and Dennyloanhead - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009070,Head of Muir and Dennyloanhead - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008902,Drylaw - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008901,Drylaw - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009072,"Banknock, Haggs and Longcroft - 02",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008903,Drylaw - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009066,Denny - Nethermains - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009068,Head of Muir and Dennyloanhead - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009067,Head of Muir and Dennyloanhead - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009077,Bonnybridge - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009076,"Banknock, Haggs and Longcroft - 06",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009078,Bonnybridge - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008899,Drylaw - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009074,"Banknock, Haggs and Longcroft - 04",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009073,"Banknock, Haggs and Longcroft - 03",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009075,"Banknock, Haggs and Longcroft - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008900,Drylaw - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009058,"Fankerton, Stoneywood and Denny Town - 04",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009056,"Fankerton, Stoneywood and Denny Town - 02",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009059,"Fankerton, Stoneywood and Denny Town - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008906,West Pilton - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009054,Dunipace - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009052,Dunipace - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008907,West Pilton - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009055,"Fankerton, Stoneywood and Denny Town - 01",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008904,West Pilton - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009063,Denny - Nethermains - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009065,Denny - Nethermains - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009064,Denny - Nethermains - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009061,Denny - Nethermains - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009060,"Fankerton, Stoneywood and Denny Town - 06",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009062,Denny - Nethermains - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008905,West Pilton - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009094,Larbert - South Broomage and Village - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008892,Blackhall - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009093,Larbert - North Broomage and Inches - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009096,Larbert - South Broomage and Village - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009095,Larbert - South Broomage and Village - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009091,Larbert - North Broomage and Inches - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009090,Larbert - North Broomage and Inches - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008893,Blackhall - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009092,Larbert - North Broomage and Inches - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009100,Stenhousemuir West - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009102,Stenhousemuir West - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009101,Stenhousemuir West - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009097,Larbert - South Broomage and Village - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009099,Stenhousemuir West - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009098,Larbert - South Broomage and Village - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008897,Blackhall - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009082,Bonnybridge - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009084,High Bonnybridge and Greenhill - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009083,High Bonnybridge and Greenhill - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008898,Blackhall - 07,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009079,Bonnybridge - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009081,Bonnybridge - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009080,Bonnybridge - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009088,Larbert - North Broomage and Inches - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008895,Blackhall - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008894,Blackhall - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009089,Larbert - North Broomage and Inches - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009085,High Bonnybridge and Greenhill - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008896,Blackhall - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009087,High Bonnybridge and Greenhill - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009086,High Bonnybridge and Greenhill - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009604,Balfarg South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009605,Balfarg,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009603,Pitcairn,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009606,Tofthill and Balbirnie Park,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008687,Abbeyhill - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009601,Cadham South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008689,Meadowbank and Abbeyhill North - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008688,Abbeyhill - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009602,Coul,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008685,"Canongate, Southside and Dumbiedykes - 06",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009610,Markinch West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009612,Coaltown of Balgonie East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009611,Star and Kirkforthar,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008686,Abbeyhill - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009607,Prestonhall,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009609,Markinch East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009608,Markinch North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009591,Balgeddie South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008692,Meadowbank and Abbeyhill North - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009590,Foresters Lodge,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009593,Balgeddie North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009592,Whinnyknowe and Leslie Mains,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009588,Woodside North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009587,Woodside West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008693,Meadowbank and Abbeyhill North - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009589,Woodside South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009597,Collydean South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008690,Meadowbank and Abbeyhill North - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009600,Cadham,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009599,Pitcoudie,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008691,Meadowbank and Abbeyhill North - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009594,Formonthills,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009596,Collydean West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009595,Beechwood,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008678,"Old Town, Princes Street and Leith Street - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009631,Lower Methil,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009630,Methilhill North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009633,Methil Savoy,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009632,Methil Memorial Park,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009628,Methilhill Toll Bar,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009627,Methil Trees West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009629,Methilhill South West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008679,"Old Town, Princes Street and Leith Street - 06",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009637,Methil Old Bayview,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009636,Aberhill,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008675,"Old Town, Princes Street and Leith Street - 02",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009638,Methil Kirkland,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009634,Methil Sea Road,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008677,"Old Town, Princes Street and Leith Street - 04",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008676,"Old Town, Princes Street and Leith Street - 03",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009635,Methil New Bayview,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009617,Windygates Kennoway and Leven Roads,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008683,"Canongate, Southside and Dumbiedykes - 04",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008682,"Canongate, Southside and Dumbiedykes - 03",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009618,Denbeath North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009613,Coaltown of Balgonie West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008684,"Canongate, Southside and Dumbiedykes - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009616,Windygates East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009615,Windygates West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009624,Buckhaven Birds,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009622,Buckhaven South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009625,Methil Methilmill,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008680,"Canongate, Southside and Dumbiedykes - 01",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009620,Buckhaven North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009619,Denbeath South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008681,"Canongate, Southside and Dumbiedykes - 02",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009621,Buckhaven Central,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009555,Leslie East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009556,Tanshall West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008712,"Bingham, Magdalene and The Christians - 01",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009557,Macedonia North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008710,Niddrie - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009552,Leslie South West and Auchmuir,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008713,"Bingham, Magdalene and The Christians - 02",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009554,Leslie Landward,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009553,Leslie West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008705,Craigmillar - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009561,Tanshall East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009563,South Parks East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009562,South Parks West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009559,Macedonia West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009558,Macedonia East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009560,Tanshall Central,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008709,Niddrie - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009544,Wemyss Villages,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009543,East Wemyss Shore,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009545,Kinglassie West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008716,"Bingham, Magdalene and The Christians - 05",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009541,East Wemyss and Standingstane,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009540,Sinclairtown North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009542,East Wemyss McDuff,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008717,"Jewel, Brunstane and Newcraighall - 01",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008714,"Bingham, Magdalene and The Christians - 03",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009549,Thornton North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009551,Newcastle East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009550,Newcastle West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008715,"Bingham, Magdalene and The Christians - 04",2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009546,Kinglassie East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009548,Thornton South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009547,Strathore,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009579,Lochty View,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008697,Willowbrae and Duddingston Village - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009578,Stenton Central,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009581,Pitteuchar South East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009580,Pitteuchar Woods,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009576,Finglassie North and Southfield,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009575,Stenton North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009577,Finglassie South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008698,Willowbrae and Duddingston Village - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009585,Pitteuchar West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008695,Willowbrae and Duddingston Village - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008694,Willowbrae and Duddingston Village - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009586,Pitteuchar South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009582,Pitteuchar North East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008696,Willowbrae and Duddingston Village - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009584,Warout,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009583,Pitteuchar Central,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009567,Caskieberran West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008702,Craigmillar - 02,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009569,Rimbleton North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009568,Rimbleton West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008704,Craigmillar - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009564,South Parks North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009566,Caskieberran East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009565,Viewfield North and Rimbleton South,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009573,Auchmuty East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009572,Auchmuty West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008699,Willowbrae and Duddingston Village - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009574,Auchmuty Dovecot and Town Centre,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009570,Rimbleton East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01008701,Craigmillar - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008700,Willowbrae and Duddingston Village - 07,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009571,Auchmuty North West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,2
S01009701,Earlsferry,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009702,Largoward Landward,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008650,Polwarth - 06,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01008649,Polwarth - 05,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009703,Pittenweem East,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01008651,Dalry and Fountainbridge - 01,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009698,Peat Inn and Dunino,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009700,Colinsburgh Kilconquhar and Balcormo,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009699,Elie,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009708,Anstruther East and Cellardyke,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009707,Anstruther,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009709,Anstruther South West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01008647,Polwarth - 03,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009705,St Monans West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01009704,Pittenweem West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009706,St Monans East and Abercrombie,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,5
S01008648,Polwarth - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009690,Cupar North,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009689,Cupar West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009691,Cupar Station and Meadowside,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01008654,Dalry and Fountainbridge - 04,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,1
S01009687,Cupar Northern,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
S01009686,Cupar South West,2011 Data Zone,2013/2014,Rank,6-Fold Urban Rural Classification,3
