DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01012361,Hawick - Burnfoot - West,865,3,2,1,1041,1254.5,388,1079,1157,2768,2391,621,378,2,Other Urban Areas,S02002316,Burnfoot,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012362,Hawick - Burnfoot - North,740,3,2,1,856.5,1405,187,1039,1912,771,2266,872,534,2,Other Urban Areas,S02002316,Burnfoot,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012363,Hawick Central - Wellogate,1233,4,2,1,1174,878,1599,1345,6158,990,2999,1063,674,2,Other Urban Areas,S02002317,Hawick Central,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012364,Hawick Central - Trinity,1989,6,3,2,1845,1469,2829,2164,6060,1274,2280,631,351,2,Other Urban Areas,S02002317,Hawick Central,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012365,Hawick Central - Millers Knowes,5369,16,8,4,5140,4649,4072,4529,4995,5382,5639,833,478,2,Other Urban Areas,S02002317,Hawick Central,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012366,Hawick Central - Town Centre,2215,7,4,2,2427,2041,1964,1980,6436,781,3938,767,441,2,Other Urban Areas,S02002317,Hawick Central,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012367,Hawick Central - Weensland,3959,12,6,3,4254,3272,3122,3649,2860,5759,6177,899,505,2,Other Urban Areas,S02002317,Hawick Central,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012368,Hawick West End - Wilton Dean,4196,13,7,4,4438,3670,5308,4278,1148,4419,6026,601,315,2,Other Urban Areas,S02002318,Hawick West End,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012369,Hawick West End - Crumhaughill and Parkdail,4957,15,8,4,4721.5,4930,4114,4770,3032,2745,5246,823,485,2,Other Urban Areas,S02002318,Hawick West End,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012370,Hawick Central - Drumlanrig,2345,7,4,2,2152.5,1917.5,3010,2488,3183,4092,5025.5,994,602,2,Other Urban Areas,S02002318,Hawick West End,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012371,Hawick West End - Crumhaugh,2158,7,4,2,2215,1486,2457,2062,5843,2414,4391,916,514,2,Other Urban Areas,S02002318,Hawick West End,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012372,Hawick North - Commercial Road,1363,4,2,1,1494,1023,1195,1673,5676,1184,3611,673,410,2,Other Urban Areas,S02002319,Hawick North,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012373,Hawick North - Wilton Hill,3223,10,5,3,3128,2376,3779,3939,3232,3183,5147,960,572,2,Other Urban Areas,S02002319,Hawick North,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012374,Hawick North - Stirtches,3256,10,5,3,3539,3384,2437,3137,1495,6223,5336,873,549,2,Other Urban Areas,S02002319,Hawick North,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012375,Hawick North - Silverbuthall,2237,7,4,2,2188,2170,2580,2784,1863,1975,5070,843,537,2,Other Urban Areas,S02002319,Hawick North,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012376,Ashkirk Lilliesleaf and Midlem Area,5165,15,8,4,5586,6133,6111,6235,233,6560,5987,1017,612,5,Accessible Rural,S02002320,Ettrick Yarrow and Liliesleaf Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012377,Bowden and Lindean Area,4197,13,7,4,4702,5012,6090,5146,551,745,5399,643,339,5,Accessible Rural,S02002320,Ettrick Yarrow and Liliesleaf Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012378,Ettrick Water and Bowhill Area,4171,12,6,3,6174,4812.5,4931,5831,27,6094,4033,576,338,5,Accessible Rural,S02002320,Ettrick Yarrow and Liliesleaf Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012379,Yarrow Water and Sunderland Area,3863,12,6,3,5364.5,4503,5731,4970,19,5924,5571,500,276,5,Accessible Rural,S02002320,Ettrick Yarrow and Liliesleaf Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012380,Selkirk - Shawburn,2947,9,5,3,2832,2611,2412,2547,4906,5229,2891,871,540,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012381,Selkirk - Town Centre,2899,9,5,3,2584,2551,2755,2767,6899,1784,5035,782,420,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012382,Selkirk - Hillside Terrace,5455,16,8,4,4695,4397,5302,5069,4833,5564,6539,919,527,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012383,Selkirk - Shawpark,4574,14,7,4,4048,3962,3414,3822,5919,5130,4807,830,459,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012384,Selkirk - Dunsdale,3618,11,6,3,3269,2725,4690,3586,4659,2259,6199.5,485,268,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012385,Selkirk - Heatherlie,4107,12,6,3,4069,3257,3812,3881,5419,2345,4584.5,677,444,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012386,Selkirk - Bannerfield,841,3,2,1,974,647,1535,1092,1652,1364,2067,996,558,3,Accessible Small Towns,S02002321,Selkirk,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012387,Shetland South - 01,4141,12,6,3,5073,5415,4468,5562,97,5304,4480,910,552,6,Remote Rural,S02002322,Shetland South,S12000027,Shetland Islands,S08000026,Shetland,S13002776,Shetland South,S16000142,Shetland Islands
S01012388,Shetland South - 02,4816,14,7,4,5345,5638,6216,5223,238,6816,3469,732,443,6,Remote Rural,S02002322,Shetland South,S12000027,Shetland Islands,S08000026,Shetland,S13002776,Shetland South,S16000142,Shetland Islands
S01012389,Shetland South - 03,4699,14,7,4,5360,4245,4782,5213,825,6309,3779,951,606,6,Remote Rural,S02002322,Shetland South,S12000027,Shetland Islands,S08000026,Shetland,S13002776,Shetland South,S16000142,Shetland Islands
S01012390,Shetland South - 04,4675,14,7,4,5822,5400,5150,5595,149,6928,4481,787,488,6,Remote Rural,S02002322,Shetland South,S12000027,Shetland Islands,S08000026,Shetland,S13002776,Shetland South,S16000142,Shetland Islands
S01012391,Lerwick South - 01,4916,15,8,4,5896,4904,5529,5079,515,5071,5534,1112,690,6,Remote Rural,S02002323,Lerwick South,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012392,Lerwick South - 02,4504,13,7,4,4737,4420,4373,4453,1438,3730,4414,811,496,4,Remote Small Towns,S02002323,Lerwick South,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012393,Lerwick South - 03,4778,14,7,4,4569,4024,5377,5002,3251,2709,2100,817,502,4,Remote Small Towns,S02002323,Lerwick South,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012394,Lerwick South - 04,2715,8,4,2,3129,2142,4101,1976,4149,1378,4380,664,387,4,Remote Small Towns,S02002323,Lerwick South,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012395,Lerwick North - 01,4605,14,7,4,4117,4672,3317,4032,6353,1852,3690,568,348,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012396,Lerwick North - 02,4698,14,7,4,4385.5,3715,4043,4165,6375,3557,3280,600,379,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012397,Lerwick North - 03,3795,11,6,3,5050,3978,4621,4382,230,5586,3685,799,462,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012398,Lerwick North - 04,4073,12,6,3,4183,4032,4208,3011,6250,873,1715,806,543,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002777,Lerwick North,S16000142,Shetland Islands
S01012399,Lerwick North - 05,4249,13,7,4,3705,3686,3565,4044,6240,3261,3083,592,386,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002778,Lerwick South,S16000142,Shetland Islands
S01012400,Lerwick North - 06,2889,9,5,3,3759,2907,1777,3236,5500,436,1893,535,385,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002777,Lerwick North,S16000142,Shetland Islands
S01012401,Lerwick North - 07,1774,6,3,2,3222,1291,3445,1841,1364,185,1397,719,478,4,Remote Small Towns,S02002324,Lerwick North,S12000027,Shetland Islands,S08000026,Shetland,S13002777,Lerwick North,S16000142,Shetland Islands
S01012402,Central Shetland - 01,4486,13,7,4,5500.5,4796.5,4686,4702,335,6238,6185,666,432,6,Remote Rural,S02002325,Central Shetland,S12000027,Shetland Islands,S08000026,Shetland,S13002775,Shetland Central,S16000142,Shetland Islands
S01012403,Central Shetland - 02,4509,13,7,4,5009,5497,3753,5232,413,5719,5192,1025,654,6,Remote Rural,S02002325,Central Shetland,S12000027,Shetland Islands,S08000026,Shetland,S13002775,Shetland Central,S16000142,Shetland Islands
S01012404,Central Shetland - 03,4104,12,6,3,3808,3559,3629,3474,4439,6500,1914,937,606,6,Remote Rural,S02002325,Central Shetland,S12000027,Shetland Islands,S08000026,Shetland,S13002775,Shetland Central,S16000142,Shetland Islands
S01012405,Central Shetland - 04,5270,16,8,4,6706,6318,5536,6488,134,6836,5957,797,507,6,Remote Rural,S02002325,Central Shetland,S12000027,Shetland Islands,S08000026,Shetland,S13002774,Shetland West,S16000142,Shetland Islands
S01012406,East and West Mainland - 01,4406,13,7,4,5423,5877,4948,5982,48,6540,4055,661,418,6,Remote Rural,S02002326,East and West Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002773,Shetland North,S16000142,Shetland Islands
S01012407,East and West Mainland - 02,4965,15,8,4,5268,6048,4545,5264,486,6665,4627,882,538,6,Remote Rural,S02002326,East and West Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002774,Shetland West,S16000142,Shetland Islands
S01012408,East and West Mainland - 03,4611,14,7,4,6099,5603,4897,5789,94,5906,4332,659,421,6,Remote Rural,S02002326,East and West Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002774,Shetland West,S16000142,Shetland Islands
S01012409,East and West Mainland - 04,3814,11,6,3,4733,4324,4927,5028,172,4441,3653,686,410,6,Remote Rural,S02002326,East and West Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002774,Shetland West,S16000142,Shetland Islands
S01012410,North Mainland - 01,5203,15,8,4,5263,5275,3862,4090,2824,5638,4961,1105,747,6,Remote Rural,S02002327,North Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002773,Shetland North,S16000142,Shetland Islands
S01012411,North Mainland - 02,3440,10,5,3,4288,4219,3313,4222,282,4533,3798.5,868,600,6,Remote Rural,S02002327,North Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002773,Shetland North,S16000142,Shetland Islands
S01012412,North Mainland - 03,3857,12,6,3,5238,4133,4727,4409,157,6207,4675,648,384,6,Remote Rural,S02002327,North Mainland,S12000027,Shetland Islands,S08000026,Shetland,S13002773,Shetland North,S16000142,Shetland Islands
S01012413,North and East Isles - 01,3825,11,6,3,4406,4909,5850,4957,47,6865,4034,939,532,6,Remote Rural,S02002328,North and East Isles,S12000027,Shetland Islands,S08000026,Shetland,S13002772,North Isles,S16000142,Shetland Islands
S01012414,North and East Isles - 02,3381,10,5,3,4057,4344,4894,5231,21,6804,3716,700,342,6,Remote Rural,S02002328,North and East Isles,S12000027,Shetland Islands,S08000026,Shetland,S13002772,North Isles,S16000142,Shetland Islands
S01012415,North and East Isles - 03,5499,16,8,4,6037,6494.5,3457,6705,739,6928,6453,598,332,6,Remote Rural,S02002328,North and East Isles,S12000027,Shetland Islands,S08000026,Shetland,S13002772,North Isles,S16000142,Shetland Islands
S01012416,North and East Isles - 04,4017,12,6,3,4945,6398,3217,6082,18,6928,5272,506,297,6,Remote Rural,S02002328,North and East Isles,S12000027,Shetland Islands,S08000026,Shetland,S13002772,North Isles,S16000142,Shetland Islands
S01012417,Carrick South - 01,1997,6,3,2,1870,1576.5,4124,2475,992,4026,4097,631,338,6,Remote Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012418,Carrick South - 02,2712,8,4,2,3498,4027,3732,3900,13,4228,3732,749,421,6,Remote Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012419,Carrick South - 03,2922,9,5,3,3353,3969,4031,3773,104,5609,2918,793,459,6,Remote Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012420,Carrick South - 04,2401,7,4,2,2514,2842,2853,2275,916,4345,3128,787,493,6,Remote Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012421,Carrick South - 05,2346,7,4,2,3306,2689,2084,2848,446,3732,3250,732,430,6,Remote Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012422,Carrick South - 06,2885,9,5,3,3579,3272,3017,3451,358,5021,3894,865,502,5,Accessible Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012423,Carrick South - 07,3627,11,6,3,3689,3829,4514,4240,652,4190,4875,803,512,5,Accessible Rural,S02002329,Carrick South,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012424,Girvan Glendoune - 01,2204,7,4,2,2225,2472,2305,1763,2585,2160,2675,913,531,4,Remote Small Towns,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012425,Girvan Glendoune - 02,529,2,1,1,325,636,2060,290,3306,1195,1939,593,343,4,Remote Small Towns,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012426,Girvan Glendoune - 03,510,2,1,1,583.5,302,2089,481,2405,546,2819,474,300,4,Remote Small Towns,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012427,Girvan Glendoune - 04,692,2,1,1,741,494,1589,844,1180,3426,1957,608,390,4,Remote Small Towns,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012428,Girvan Glendoune - 05,2647,8,4,2,2637,3014.5,2875,2587,1175,3761,5788.5,683,372,4,Remote Small Towns,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012429,Girvan Ailsa - 01,1958,6,3,2,1844,1611,1952,1897,3692,4698,3278,573,333,4,Remote Small Towns,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012430,Girvan Ailsa - 02,3332,10,5,3,2623,3317,3086,3204,6331,2253,3997.5,574,338,4,Remote Small Towns,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012431,Girvan Ailsa - 03,3075,9,5,3,2709,2636,4187,2050,6137,3033,3670.5,894,502,4,Remote Small Towns,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012432,Girvan Ailsa - 04,2317,7,4,2,1953,2006,3022,1858,4394,6290,2817,683,375,4,Remote Small Towns,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012433,Girvan Ailsa - 05,1349,4,2,1,1119,869,2391,1352,6040,2824,2949,494,291,4,Remote Small Towns,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003094,Girvan and South Carrick,S16000087,"Carrick, Cumnock and Doon Valley"
S01012434,Maybole - 01,1826,6,3,2,1605.5,1544,2079,1175,6783,3952,3054,673,453,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012435,Maybole - 02,1395,4,2,1,1569,1152,2063,807,6725,1077,1849,624,418,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012436,Maybole - 03,1432,5,3,2,1535,1070,1731,1095,4766,3408,2565.5,705,432,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012437,Maybole - 04,2896,9,5,3,3057,2323,2472,2585,5066,3568,4271,692,443,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012438,Maybole - 05,3101,9,5,3,2641,3005,3149,3201,3190,3562,4783,744,460,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012439,Maybole - 06,2135,7,4,2,1829,1830,3390,1518,6449,1680,2971,761,413,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
S01012440,Maybole - 07,5363,16,8,4,5182,4239,6375,3641,4612,4633,6546,479,274,3,Accessible Small Towns,S02002332,Maybole,S12000028,South Ayrshire,S08000015,Ayrshire and Arran,S13003093,"""Maybole",S16000087,"Carrick, Cumnock and Doon Valley"
