DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01009173,Falkirk - Lochgreen and Lionthorn - 02,5429,16,8,4,5163.5,5261,6324,6409,912,6928,5919.5,756,467,2,Other Urban Areas,S02001720,Falkirk - Lochgreen and Lionthorn,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009174,Falkirk - Lochgreen and Lionthorn - 03,6415,19,10,5,6879,6769,6530,6957,800,6711,6489,506,381,2,Other Urban Areas,S02001720,Falkirk - Lochgreen and Lionthorn,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009175,Falkirk - Lochgreen and Lionthorn - 04,5842,17,9,5,6221,6389,6376,6449,629,4941,6906,841,612,2,Other Urban Areas,S02001720,Falkirk - Lochgreen and Lionthorn,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009176,Falkirk - Lochgreen and Lionthorn - 05,5795,17,9,5,6244,5793,6548,6577,651,6124,6746,982,562,2,Other Urban Areas,S02001720,Falkirk - Lochgreen and Lionthorn,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009177,Hallglen and Glen Village - 01,1136,4,2,1,1289,953,1943,1729,835,1490,2836,840,548,3,Accessible Small Towns,S02001721,Hallglen and Glen Village,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009178,Hallglen and Glen Village - 02,665,2,1,1,631,710,1191,1701,777,537,1557,718,474,3,Accessible Small Towns,S02001721,Hallglen and Glen Village,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009179,Hallglen and Glen Village - 03,1809,6,3,2,2056,1723,1319,3052,1015,3913,2934,677,422,3,Accessible Small Towns,S02001721,Hallglen and Glen Village,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009180,Hallglen and Glen Village - 04,1355,4,2,1,1670,1604,1040,1680,1185,1262,3049.5,946,605,3,Accessible Small Towns,S02001721,Hallglen and Glen Village,S12000014,Falkirk,S08000019,Forth Valley,S13002942,Falkirk South,S16000113,Falkirk West
S01009181,Shieldhill - 01,2353,7,4,2,2089,2945,2032,3084,1685,2593,3803,860,547,5,Accessible Rural,S02001722,Shieldhill,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009182,Shieldhill - 02,3896,12,6,3,4245,3902,4140,3866,1356,2412,6195,909,609,5,Accessible Rural,S02001722,Shieldhill,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009183,Shieldhill - 03,5422,16,8,4,5035,5668.5,5755,5503,1290,5994,5220,694,508,5,Accessible Rural,S02001722,Shieldhill,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009184,Braes Villages - 01,1102,4,2,1,1260,992,1181,1124,2317,1750,3346,853,532,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009185,Braes Villages - 02,1965,6,3,2,2102,2445,1203,2040,1665,3276,2911.5,933,604,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009186,Braes Villages - 03,3097,9,5,3,3019,3456.5,2313,3492,1724,4901,3333.5,822,522,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009187,Braes Villages - 04,4906,15,8,4,5835,4912,5258,5392,545,4786,4833,520,323,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009188,Braes Villages - 05,2107,7,4,2,2128,2230,2088,2911,924,3216,5300.5,915,611,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009189,Braes Villages - 06,1710,5,3,2,1465,2696,821,2367,2631,1051,3649,772,485,5,Accessible Rural,S02001723,Braes Villages,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009190,Reddingmuirhead and Overton - 01,5957,18,9,5,6388,6499.5,5446,6338,996,4350,6639,1387,943,2,Other Urban Areas,S02001724,Reddingmuirhead and Overton,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009191,Reddingmuirhead and Overton - 02,6401,19,10,5,6949,6542,6541,6746,929,6362,6196,759,513,2,Other Urban Areas,S02001724,Reddingmuirhead and Overton,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009192,Reddingmuirhead and Overton - 03,4337,13,7,4,4942,5966,3571,4246,3227,62,5211,855,652,2,Other Urban Areas,S02001724,Reddingmuirhead and Overton,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009193,Reddingmuirhead and Overton - 04,5781,17,9,5,6039,6310,5076,6021,1062,5340,5966.5,1725,1208,2,Other Urban Areas,S02001724,Reddingmuirhead and Overton,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009194,Brightons and Wallacestone - 01,5757,17,9,5,6328,4867,6341,6497,1079,6630,6823,785,467,2,Other Urban Areas,S02001725,Brightons and Wallacestone,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009195,Brightons and Wallacestone - 02,5710,17,9,5,5052,5585,6412,5451,2323,3912,6827,861,560,2,Other Urban Areas,S02001725,Brightons and Wallacestone,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009196,Brightons and Wallacestone - 03,3188,10,5,3,2738.5,3364,2227,2976,5797,2804,4899,709,441,2,Other Urban Areas,S02001725,Brightons and Wallacestone,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009197,Brightons and Wallacestone - 04,5922,17,9,5,5997,5661,5381,5706,1854,5895,6366,1127,716,2,Other Urban Areas,S02001725,Brightons and Wallacestone,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009198,Brightons and Wallacestone - 05,4914,15,8,4,4236,4111.5,5690,5207,2559,4793,6020,695,460,2,Other Urban Areas,S02001725,Brightons and Wallacestone,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009199,Maddiston and Rumford - 01,5204,15,8,4,4904,5004,5347,4276,2604,4166,6583,609,405,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009200,Maddiston and Rumford - 02,5801,17,9,5,5971,5780,5686,5830,1208,6226,6287,1738,1054,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009201,Maddiston and Rumford - 03,2988,9,5,3,2934.5,3170,2355,3672,1955,3367,3885,708,471,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009202,Maddiston and Rumford - 04,6133,18,9,5,6533,6835,5070,6499,907,6720,6922,529,346,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009203,Maddiston and Rumford - 05,452,2,1,1,437,600,208,528,2961,2851,3904,764,426,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009204,Maddiston and Rumford - 06,2516,8,4,2,2600.5,3434,1559,2826,1397,4611,2044,885,600,2,Other Urban Areas,S02001726,Maddiston and Rumford,S12000014,Falkirk,S08000019,Forth Valley,S13002944,Upper Braes,S16000112,Falkirk East
S01009205,Polmont - 01,5868,17,9,5,6025,6106,5351,5538,1245,6928,6515,699,507,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009206,Polmont - 02,5829,17,9,5,6528,5863,5936,5748,985,5060,5797,897,633,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009207,Polmont - 03,5344,16,8,4,5415,4025,6146,5841,1951,6580,5190,707,383,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009208,Polmont - 04,4301,13,7,4,4461,3225,4461,3447,3087,6928,5440,593,333,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009209,Polmont - 05,5122,15,8,4,5249.5,4905,4000,4182,2955,4549,5661,628,327,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009210,Polmont - 06,4749,14,7,4,5547,4683,5857,5117,1620,534,5881,523,326,2,Other Urban Areas,S02001727,Polmont,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009211,Redding - 01,3313,10,5,3,3375,3958.5,1720,4486,1405,5081,4601,603,413,2,Other Urban Areas,S02001728,Redding,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009212,Redding - 02,1756,6,3,2,2143,1777,1019,1753,3345,1835,2815,824,497,2,Other Urban Areas,S02001728,Redding,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009213,Redding - 03,2196,7,4,2,2343,2534,1302,2202,4066,1597,2486,829,514,2,Other Urban Areas,S02001728,Redding,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009214,Redding - 04,5194,15,8,4,5029,4526,4739,4680,2691,6373,6406,1019,605,2,Other Urban Areas,S02001728,Redding,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009215,Laurieston and Westquarter - 01,2172,7,4,2,2175,1753,2184,2922,3280,1770,4786,916,572,2,Other Urban Areas,S02001729,Laurieston and Westquarter,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009216,Laurieston and Westquarter - 02,2995,9,5,3,3124,3115,2210,2638,3323,3751,2794,923,598,2,Other Urban Areas,S02001729,Laurieston and Westquarter,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009217,Laurieston and Westquarter - 03,853,3,2,1,1144,1084,587,862,1381,1612,1553,619,401,2,Other Urban Areas,S02001729,Laurieston and Westquarter,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009218,Laurieston and Westquarter - 04,3791,11,6,3,4535,3718,2852,3726,1668,3806,3840,823,489,2,Other Urban Areas,S02001729,Laurieston and Westquarter,S12000014,Falkirk,S08000019,Forth Valley,S13002943,Lower Braes,S16000112,Falkirk East
S01009219,Grangemouth - Newlands - 01,2355,7,4,2,2794,2316,2257,2447,1670,3304,2655.5,594,376,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009220,Grangemouth - Newlands - 02,1603,5,3,2,1643,1631,1065,2372,2207,2207,5047,507,285,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009221,Grangemouth - Newlands - 03,2910,9,5,3,3012,3006.5,2783,2886,4215,1037,1805,561,338,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009222,Grangemouth - Newlands - 04,1678,5,3,2,1859,1366,1364,2237,2904,3209,1770,529,351,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009223,Grangemouth - Newlands - 05,3262,10,5,3,3445,3540,2333,2959,4091,1256,5253,530,322,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009224,Grangemouth - Newlands - 06,2207,7,4,2,2172,2573,1542,2318,3366,1743,2826,681,482,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009225,Grangemouth - Newlands - 07,2329,7,4,2,2494,2301,2044,1754,2965,5588,3435,529,315,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009226,Grangemouth - Newlands - 08,1428,5,3,2,1759,1147,1899,1097,3373,1260,4321,830,529,2,Other Urban Areas,S02001730,Grangemouth - Newlands,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009227,Grangemouth - Town Centre - 01,2615,8,4,2,2097,2341,3502,2381,4698,3243,4517,583,329,2,Other Urban Areas,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009228,Grangemouth - Town Centre - 02,425,2,1,1,489,257,371,1228,4566,713,3327,556,324,2,Other Urban Areas,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009229,Grangemouth - Town Centre - 03,3041,9,5,3,3177,2459,4448,2739,5710,586,4327,504,323,2,Other Urban Areas,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009230,Grangemouth - Town Centre - 04,3017,9,5,3,3131,2310,2547,3094,4890,5115,2193,512,369,2,Other Urban Areas,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009231,Grangemouth - Town Centre - 05,4912,15,8,4,5165,4543,3542,3928,2885,6293,5225,929,586,2,Other Urban Areas,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009232,Grangemouth - Kersiebank - 01,438,2,1,1,813,226,232,1354,5531,217,1707,569,384,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009233,Grangemouth - Kersiebank - 02,3139,9,5,3,2997,3533,1466,2581,6729,3338,5540,551,341,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009234,Grangemouth - Kersiebank - 03,536,2,1,1,675,471,342,722,5611,915,1631,899,593,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009235,Grangemouth - Kersiebank - 04,1550,5,3,2,1662,1813,1032,1810,5722,341,2339,819,555,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009236,Grangemouth - Kersiebank - 05,5612,17,9,5,5616,4529.5,4029,5089,5963,4639,5568,489,274,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009237,Grangemouth - Kersiebank - 06,6813,20,10,5,6246,6207.5,6409,5683,5700,5454,5526,860,509,2,Other Urban Areas,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009238,Grangemouth - Bowhouse - 01,2557,8,4,2,3398,2384,2182,3029,1147,4251,2472,701,410,2,Other Urban Areas,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009239,Grangemouth - Bowhouse - 02,2197,7,4,2,2145,2216,2357,1818,2652,3603,3203,767,500,2,Other Urban Areas,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009240,Grangemouth - Bowhouse - 03,274,1,1,1,415,127,641,449,4735,321,3085,609,433,2,Other Urban Areas,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009241,Grangemouth - Bowhouse - 04,723,3,2,1,655,615,843,966,3526,1833,3494,971,595,2,Other Urban Areas,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009242,Grangemouth - Bowhouse - 05,4403,13,7,4,3877,4281,4319,4718,3487,1675,5090,691,441,2,Other Urban Areas,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,S08000019,Forth Valley,S13002937,Grangemouth,S16000112,Falkirk East
S01009243,Bo'ness - Douglas - 01,3078,9,5,3,3436,3200,2521,2187,2680,4344,3513,946,567,2,Other Urban Areas,S02001734,Bo'ness - Douglas,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009244,Bo'ness - Douglas - 02,5859,17,9,5,6315,6456,4994,5675,970,6602,6345,736,442,2,Other Urban Areas,S02001734,Bo'ness - Douglas,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009245,Bo'ness - Douglas - 03,5578,16,8,4,5556,5698,4286,5038,2343,5359,5948.5,816,473,2,Other Urban Areas,S02001734,Bo'ness - Douglas,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009246,Bo'ness - Douglas - 04,3209,10,5,3,2974,3343,2598,2737,4893,2618,3146,828,491,2,Other Urban Areas,S02001734,Bo'ness - Douglas,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009247,Bo'ness - Douglas - 05,3587,11,6,3,3691,3587,2003,3074,4824,4690,2948,997,671,2,Other Urban Areas,S02001734,Bo'ness - Douglas,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009248,Bo'ness - Newtown - 01,4378,13,7,4,4100,3973,3401,4361,4148,2952,5596,659,391,2,Other Urban Areas,S02001735,Bo'ness - Newtown,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009249,Bo'ness - Newtown - 02,1558,5,3,2,1792,1322,753,1625,6666,3286,3419.5,788,484,2,Other Urban Areas,S02001735,Bo'ness - Newtown,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009250,Bo'ness - Newtown - 03,3206,10,5,3,3896,2396,2435,2453,4814,5838,3485,622,371,2,Other Urban Areas,S02001735,Bo'ness - Newtown,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009251,Bo'ness - Newtown - 04,3773,11,6,3,3411,3495,2661,3415,5787,3227,6634,484,287,2,Other Urban Areas,S02001735,Bo'ness - Newtown,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009252,Bo'ness - Newtown - 05,6948,20,10,5,6723,6796,6059,6883,4527,6694,6090.5,479,334,2,Other Urban Areas,S02001735,Bo'ness - Newtown,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009253,Bo'ness - Kinneil - 01,2510,8,4,2,2778,2388,1819,1884,6074,3295,2359.5,494,277,2,Other Urban Areas,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009254,Bo'ness - Kinneil - 02,1360,4,2,1,1728,1622,279,1479,6133,2120,2899,816,489,2,Other Urban Areas,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009255,Bo'ness - Kinneil - 03,1927,6,3,2,2004.5,2145,756,2428,6372,1955,787,646,466,2,Other Urban Areas,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009256,Bo'ness - Kinneil - 04,5504,16,8,4,4980,4506,4654,4353,6234,6315,4975,476,281,2,Other Urban Areas,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009257,Bo'ness - Kinneil - 05,4135,12,6,3,3964,3329,3975,4237,6652,1745,2123,738,492,2,Other Urban Areas,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009258,"Blackness, Bo'ness - Carriden and Grahamsdy",4897,15,8,4,5875,5451,5345,4812,544,3748,3458,692,424,5,Accessible Rural,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009259,"Blackness, Bo'ness - Carriden and Grahamsdy",5468,16,8,4,5118,4699,4586,4787,4907,4241,6521,908,537,2,Other Urban Areas,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009260,"Blackness, Bo'ness - Carriden and Grahamsdy",3907,12,6,3,3749,3487,3656,4198,2632,4235,3321,1182,773,2,Other Urban Areas,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009261,"Blackness, Bo'ness - Carriden and Grahamsdy",1589,5,3,2,1335,1475,1706,2268,4155,1160,3842,752,456,2,Other Urban Areas,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009262,"Blackness, Bo'ness - Carriden and Grahamsdy",1429,5,3,2,1762,2085,241,1944,2388,4105,2683.5,596,396,2,Other Urban Areas,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009263,"Blackness, Bo'ness - Carriden and Grahamsdy",6078,18,9,5,6119,5933.5,4972,5635,2261,6415,6054,813,534,2,Other Urban Areas,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,S08000019,Forth Valley,S13002936,Bo'ness and Blackness,S16000112,Falkirk East
S01009264,Kincardine North and Tulliallan,5056,15,8,4,5493,5170.5,5040,4875,1046,4290,6203,562,355,5,Accessible Rural,S02001738,Kincardine,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009265,Kincardine West,2310,7,4,2,2235,2148,2609,2269,2462,4472.5,3455,750,457,5,Accessible Rural,S02001738,Kincardine,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009266,Kincardine East,3273,10,5,3,3533,3272,2632,3165,2042,3521,5918,839,526,5,Accessible Rural,S02001738,Kincardine,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009267,Kincardine South,4260,13,7,4,3793,3941.5,3945,3710,3435,5194,3843,838,513,5,Accessible Rural,S02001738,Kincardine,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009268,Blairhall and Landward,3280,10,5,3,3320,3676,3325,3320,989,4790,4982,1025,651,5,Accessible Rural,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009269,Oakley North,1016,3,2,1,970,1236,668,1346,2007,1992,4388,890,541,3,Accessible Small Towns,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009270,Comrie East,1344,4,2,1,1354,1613,691,1683,2563,3054,1855,586,356,3,Accessible Small Towns,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009271,Comrie West,5312,16,8,4,5836,5143,4884,5793,973,6183,6131,827,563,3,Accessible Small Towns,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009272,Oakley East,1527,5,3,2,2031,1630,925,2158,1318,1933,3077,691,406,3,Accessible Small Towns,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009273,Saline North,5362,16,8,4,6284,5436.5,6475,5341,561,4746,6674,503,278,5,Accessible Rural,S02001740,Saline and Gowkhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009274,Saline South,3942,12,6,3,4831,4555,3305,3386,698,5576,4473,646,400,5,Accessible Rural,S02001740,Saline and Gowkhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009275,Knock Hill Landward,1831,6,3,2,2349,1409,4210,2132,224,5566,4973,643,415,5,Accessible Rural,S02001740,Saline and Gowkhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009276,Carnock,4239,13,7,4,4146,3883,5112,4100,1197,6450,5687,844,492,3,Accessible Small Towns,S02001740,Saline and Gowkhall,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009277,Gowkhall and Landward,5095,15,8,4,6019,6085,5257,6433,382,2339,6609,557,349,5,Accessible Rural,S02001740,Saline and Gowkhall,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009278,Torryburn,5822,17,9,5,6140,6236,5808,5414,922,6740,6311,561,361,3,Accessible Small Towns,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
